=0	=0	=0	=0	=0
32%31	.	.	.	1
32	0	4	My	6
=1	=1	=1	=1	=1
16	1	.	ba-	1
8	0	.	-by's	6
8	1	.	dra-	5
16	0	.	-ma	6
16	1	.	ma-	4
8	0	.	-ma	6
16	0	.	don't	5
16	1	.	like	6
16	0	.	me.	3
24	0	3	She	6
24	1	.	do-	5
24	0	.	-in'	6
16	1	.	things	4
16	0	.	like	6
=2	=2	=2	=2	=2
24	1	.	ha-	1
24	0	.	-vin'	6
24	0	.	them	5
16	1	.	boys	6
16	0	.	come	4
24	1	.	from	6
24	0	.	her	5
24	1	.	neigh-	6
16	0	.	-bor-	3
16	1	.	-hood	6
16	0	.	to	5
16	0	.	the	6
24	1	.	stu-	4
24	0	.	-di-	6
24	0	.	-o	5
24	1	.	try-	6
24	0	.	-in'	2
24	0	.	to	6
16	1	.	fight	5
32	0	.	me.	6
32	0	3	She	4
=3	=3	=3	=3	=3
32	1	.	need	1
32	0	.	to	6
16	1	.	get	5
8	1	.	a	6
24	1	.	piece	4
24	0	.	of	6
24	0	.	A-	5
24	1	.	-mer-	6
24	0	.	-i-	3
24	0	.	-can	6
16	1	.	pie	5
16	0	.	and	6
16	1	.	take	4
16	0	.	her	6
16	1	.	bite	5
8	0	.	out.	6
16	0	3	That's	2
=4	=4	=4	=4	=4
16	1	.	my	1
8	0	.	house.	6
32	.	.	.	5
32	0	3	I	6
16	1	.	dis-	4
16	0	.	-co-	6
16	1	.	-nnect	5
16	0	.	the	6
16	1	.	ca-	3
32	0	.	-ble	6
32	0	.	and	5
16	1	.	turn	6
16	0	.	the	4
8	1	.	lights	6
16	0	.	out.	5
32	.	.	.	6
32	0	3	And	2
=5	=5	=5	=5	=5
16	1	.	let	1
16	0	.	her	6
16	1	.	know	5
16	0	.	her	6
16	1	.	grand-	4
8	0	.	-child	6
32	1	.	is	5
32	0	.	a	6
16	1	.	ba-	3
16.	0	.	-by	6
32	0	.	and	5
32	1	.	not	6
32	0	.	a	4
16	1	.	pay-	6
8	1	.	-check.	5
16	.	.	.	6
=6	=6	=6	=6	=6
16	1	3	Pri-	1
16	0	.	-vate	6
8	1	.	school	5
16	1	.	day	6
8	1	.	care	4
16	0	.	shit	6
24	1	.	me-	5
24	0	.	-di-	6
24	0	.	-cal	3
16	1	.	bills	6
16	0	.	I	5
16	1	.	pay	6
8	1	.	that.	4
32	.	.	.	6
32	0	3	I	5
=7	=7	=7	=7	=7
16	1	.	love	1
16	0	.	your	6
16	1	.	mom	5
16	0	.	and	6
32	1	.	e-	4
32	0	.	-very-	6
8	1	.	-thing	5
16	0	.	see	6
24	1	.	I	3
24	0	.	ain't	6
24	0	.	the	5
16	1	.	one	6
16	0	.	who	4
16	1	.	laid	6
8	1	.	down.	5
32	.	.	.	6
32	0	3	She	2
=8	=8	=8	=8	=8
16	1	.	wa-	1
16	0	.	-nna	6
16	1	.	rib	5
32	0	.	you	6
16	1	.	up	4
32	1	.	start	6
16	0	.	a	5
24	1	.	cus-	6
24	0	.	-to-	3
24	0	.	-dy	6
16	1	.	war	5
16	0	.	my	6
16	1	.	law-	4
16	0	.	-yers	6
16	1	.	stay	5
8	1	.	down.	6
32	.	.	.	2
32	0	3	You	6
=9	=9	=9	=9	=9
16	1	.	ne-	1
16	0	.	-ver	6
16	1	.	got	5
16	0	.	a	6
16	1	.	chance	4
32	0	.	to	6
32	1	.	hear	5
16	0	.	my	6
32	1	.	side	3
32	0	.	of	6
16	0	.	the	5
32	1	.	stor-	6
32	0	.	-y.	4
24	1	.	We	6
24	0	.	was	5
24	0	.	di-	6
16	1	.	-vi-	2
16	0	.	-ded.	6
16	.	.	.	5
32	1	3	She	6
32	0	.	had	4
=10	=10	=10	=10	=10
16	1	.	fish	1
8	1	.	fries	6
16	0	.	and	5
16	1	.	cook-	6
8	1	.	-outs	4
32	0	.	for	6
32	0	.	my	5
24	1	.	child's	6
24	1	.	birth-	3
24	0	.	-day	6
24	0	.	I	5
24	1	.	ain't	6
24	0	.	in-	4
16	1	.	-vi-	6
8	0	.	-ted.	5
16	0	3	Des-	6
=11	=11	=11	=11	=11
16	1	.	-pite	1
8	0	.	it	6
32	.	.	.	5
32	0	3	I	6
24	1	.	show	4
24	1	.	her	6
24	0	.	the	5
16	1	.	ut-	6
16	1	.	-most	3
16	0	.	re-	6
8	1	.	-spect	5
32	1	.	when	6
32	0	.	I	4
8	1	.	fall	6
16	1	.	through.	5
16	.	.	.	6
=12	=12	=12	=12	=12
8	1	3	All	1
8	1	.	you	6
24	1	.	do	5
24	0	.	is	6
24	0	.	de-	4
16	1	.	-fend	6
16	0	.	that	5
16	1	.	la-	6
16	0	.	-dy	3
16	.	.	.	6
32	1	.	when	5
32	0	.	I	6
8	1	.	call	4
8	1	.	you.	6
=1	=1	=1	=1	=1
16	.	.	.	1
16	1	4	Ten	6
8	1	.	times	5
16	1	.	out	6
16	0	.	of	4
8	1	.	nine	6
16	.	.	.	5
16	0	3	Now	6
16	1	.	if	3
16	0	.	I'm	6
16	1	.	ly-	5
16	0	.	-in'	6
8	1	.	find	4
=2	=2	=2	=2	=2
16	.	.	.	1
16	0	3	the	6
16	1	.	qui-	5
16	0	.	-ckest	6
16	1	.	mu-	4
16	0	.	-zzle	6
16	1	.	throw	5
16	0	.	it	6
16	1	.	on	3
16	0	.	my	6
16	1	.	mouth	5
16	0	.	and	6
16	1	.	I'll	4
16	0	.	de-	6
8	1	.	-cline	5
=3	=3	=3	=3	=3
16	.	.	.	1
16.	1	3	King	6
16.	1	.	meets	5
8	1	.	queen	6
16	1	.	then	4
16	0	.	the	6
16	1	.	pu-	5
16	0	.	-ppy	6
16	0	.	love	3
8	1	.	thing	6
16	0	3	To-	5
16	1	.	-ge-	6
16	0	.	-ther	4
=4	=4	=4	=4	=4
8	1	.	dream	1
16	1	.	bout	6
16	0	.	that	5
8	1	.	crib	6
16	1	.	with	4
16	0	.	the	6
16.	1	.	good-	5
16.	0	.	-year	6
8	1	.	swing	3
16	.	.	.	6
16	1	3	On	5
16	0	.	the	6
=5	=5	=5	=5	=5
16.	1	.	oak	1
16.	1	.	tree	6
16	0	3	I	5
16.	1	.	hope	6
16.	1	.	we	4
8	1	3	feel	6
16	0	.	like	5
16	1	.	this	6
16	0	.	for-	3
16	1	.	-e-	6
16	0	.	-ver	5
16	.	.	.	6
16	0	3	for-	4
=6	=6	=6	=6	=6
16	1	.	-e-	1
16	0	.	-ver	6
16	.	.	.	5
16	0	3	for-	6
16	1	.	-e-	4
16	0	.	-ver	6
16	1	.	e-	5
16	0	.	-ver	6
16	.	.	.	3
16	0	3	for-	6
16	1	.	-e-	5
16	0	.	-ver	6
16	1	.	e-	4
16	0	.	-ver	6
16	.	.	.	5
16	0	3	for-	6
=7	=7	=7	=7	=7
16	1	.	-e-	1
16	0	.	-ver	6
16	1	.	ne-	5
16	0	.	-ver	6
16	1	.	seems	4
8	0	.	that	6
8	1	.	long	5
16	0	.	un-	6
16	1	.	-til	3
16	0	.	you're	6
8	1	.	grown	5
16	.	.	.	6
16	0	3	And	4
=8	=8	=8	=8	=8
16	1	.	no-	1
16	0	.	-tice	6
16	1	.	that	5
16	0	.	the	6
16	1	.	day	4
16	0	.	by	6
16	0	.	day	5
16	1	.	ru-	6
16	0	.	-ler	3
16	0	.	can't	6
16	1	.	be	5
16	0	.	too	6
8	1	.	wrong	4
16	.	.	.	6
16	0	3	Ms	5
=9	=9	=9	=9	=9
16	1	.	Jack-	1
16	0	.	-son	6
16	1	.	my	5
16	0	.	in-	6
16	1	.	-ten-	4
16	0	.	-tions	6
16	0	.	were	5
8	1	.	good	6
16	0	2	I	3
16	1	.	wish	6
16	0	.	I	5
