=0	=0	=0	=0	=0
2..	.	.	.	1
32	.	.	.	6
32	1	4	e-	5
32	0	.	-ver	6
16	1	.	had	4
=1	=1	=1	=1	=1
32	1	.	one	1
32	0	.	of	6
32	0	.	them	5
16	1	.	day	6
32	1	.	wish	4
32	0	.	you	6
32	1	.	woul-	5
32	0	.	-d've	6
16	1	.	stayed	3
16	1	.	home	6
32	1	3	run	5
32	0	.	in-	6
32	1	.	-to	4
32	0	.	a	6
32	1	.	group	5
32	0	.	of	6
32	1	.	ni-	2
32	0	.	-ggas	6
32	0	.	who	5
32	1	.	ge-	6
32	0	.	-ttin'	4
32	0	.	they	6
16	1	.	hate	5
8	1	.	on	6
=2	=2	=2	=2	=2
16	1	3	you	1
16	1	.	walk	6
8	1	.	by	5
16	1	.	they	6
16	1	.	get	4
8	1	.	wrong	6
16	1	3	you	5
16	1	.	re-	6
16	1	.	-ply	3
16	0	.	then	6
16	1	.	shit	5
16	1	.	get	6
16.	1	.	blown	4
16	1	3	way	6
=3	=3	=3	=3	=3
32	1	.	ou-	1
32	0	.	-tta	6
32	0	.	pro-	5
32	1	.	-por-	6
32	0	.	-tion	4
32	.	.	.	6
16	1	3	way	5
16	1	.	past	6
32	0	.	dis-	3
32	1	.	-cu-	6
32	0	.	-ssion	5
16	1	3	just	6
32	1	.	you	4
32	0	.	a-	6
16	1	.	-gainst	5
16	1	.	them	6
16	1	.	pick	2
16	1	.	one	6
16	0	.	then	5
32	1	.	rush	6
32	0	.	'em	4
16	.	.	.	6
=4	=4	=4	=4	=4
32	1	3	fi-	1
32	0	.	-gure	6
16	1	.	you'll	5
16	1	.	get	6
16	1	.	jumped	4
16	1	.	hell	6
16	1	.	that's	5
8	1	.	nothing	6
32	1	3	they	3
32	0	.	don't	6
32	1	.	wa-	5
32	0	.	-nna	6
16	1	.	stop	4
16	1	.	there	6
16	1	.	now	5
16	1	.	they	6
32	1	.	bu-	2
32	0	.	-ssin'	6
16	.	.	.	5
=5	=5	=5	=5	=5
16	1	3	now	1
16	1	.	you	6
32	1	.	gu-	5
32	0	.	-shin'	6
16	.	.	.	4
32	1	3	am-	6
32	0	.	-bu-	5
16	1	.	-lance	6
32	1	.	ru-	3
32	0	.	-shin'	6
16	1	.	you	5
32	1	.	to	6
32	0	.	the	4
16	1	.	hos-	6
32	1	.	-pi-	5
32	0	.	-tal	6
32	1	.	with	2
32	0	.	a	6
16	1	.	bad	5
16	1	.	con-	6
32	1	.	-cu-	4
32	0	.	-ssion	6
32	1	3	plus	5
32	0	.	ya	6
=6	=6	=6	=6	=6
16	1	.	hit	1
16	1	.	four	6
16	1	.	times	5
32	1	.	plus	6
32	0	.	it	4
16	1	.	hit	6
16	1	.	your	5
16	1	.	spine	6
32	1	3	par-	3
32	0	.	-a-	6
16	1	.	-lyzed	5
16	1	.	waist	6
16	1	.	down	4
32	1	.	now	6
32	0	.	ya	5
16	1	.	wheel	6
16	1	.	chair	2
16	1	.	bound	6
32	1	3	ne-	5
32	0	.	-ver-	6
=7	=7	=7	=7	=7
16	1	.	-mind	1
16	1	.	that	6
16	1	.	now	5
32	0	.	you	6
32	1	.	lu-	4
32	0	.	-cky	6
32	0	.	to	5
32	1	.	be	6
32	0	.	a-	3
16	1	.	-live	6
16	1	3	just	5
32	1	.	think	6
32	0	.	it	4
16	1	.	all	6
32	1	.	star-	5
32	0	.	-ted	6
32	0	.	you	2
32	1	.	fu-	6
32	0	.	-ssin'	5
32	0	.	with	6
16	1	.	three	4
16	1	.	guys	6
32	1	3	now	5
32	0	.	ya	6
=8	=8	=8	=8	=8
16	1	.	pride	1
32	1	.	in	6
32	0	.	the	5
16	1	.	way	6
32	1	.	but	4
32	0	.	ya	6
16	1	.	pride	5
32	1	.	is	6
32	0	.	the	3
16	1	.	way	6
32	1	3	you	5
32	0	.	could	6
32	1	.	fuck	4
32	0	.	a-	6
16	1	.	-round	5
16	1	.	get	6
16	1	.	shot	2
16	1	.	die	6
32	1	.	a-	5
32	0	.	-ny-	6
16	1	.	-day	4
32	1	3	ni-	6
32	0	.	-ggas	5
=9	=9	=9	=9	=9
16	1	.	die	1
32	1	.	e-	6
32	0	.	-very-	5
16	1	.	-day	6
16	.	.	.	4
16	1	2	all	6
32	1	.	o-	5
32	0	.	-ver	6
16	1	.	bull	3
16	0	.	shit	6
16	1	3	dope	5
32	1	.	mo-	6
32	0	.	-ney	4
16	1	.	dice	6
16	1	.	game	5
32	1	.	or-	6
32	0	.	-di-	2
32	1	.	-nar-	6
32	0	.	-y	5
16	1	.	hood	6
16	0	.	shit	4
=10	=10	=10	=10	=10
16	1	3	could	1
16	1	.	this	6
16	1	.	be	5
32	1	.	'cause	6
32	0	.	of	4
16	1	.	hip	6
16	1	.	hop	5
16	1	.	mu-	6
32	0	.	-sic	3
32	0	3	or	6
32	1	.	did	5
32	0	.	the	6
16	1	.	ones	4
32	1	.	with	6
32	0	.	the	5
16	1	.	good	6
16	1	.	sense	2
16	1	.	not	6
16	1	.	use	5
16	0	.	it	6
=11	=11	=11	=11	=11
16	1	3	us-	1
16	0	.	-ually	6
32	1	.	ni-	5
32	0	.	-ggaz	6
16	1	.	don't	4
16	1	.	know	6
32	1	.	what	5
32	0	.	to	6
16	1	.	do	3
32	1	.	when	6
32	0	.	their	5
32	1	.	back	6
32	0	.	a-	4
32	1	.	-gainst	6
32	0	.	the	5
16	1	.	wall	6
32	1	.	so	2
32	1	.	they	6
16	1	.	just	5
16	1	.	start	6
16	1	.	shoo-	4
32	0	.	-tin'	6
32	0	3	for	5
=12	=12	=12	=12	=12
16	1	.	red	1
32	1	.	or	6
32	0	.	for	5
16	1	.	blue	6
32	1	.	or	4
32	0	.	for	6
16	1	.	blow	5
16	0	.	I	6
8	1	.	guess	3
16	1	3	from	6
16	1	.	bank-	5
16	1	.	-head	6
32	0	.	in-	4
32	0	.	-to	6
16	1	.	your	5
16	0	.	pro-	6
8	1	.	-jects	2
=0	=0	=0	=0	=0
2..	.	.	.	1
16	.	.	.	6
32	1	4	I	5
32	0	.	ain't	6
=1	=1	=1	=1	=1
32	1	.	ne-	1
32	0	.	-ver	6
16	1	.	been	5
16.	1	.	scared	6
32	0	2	I	4
16	1	.	lived	6
16	1	.	through	5
32	1	.	tra-	6
32	0	.	-gic	3
32	1	.	si-	6
32	0	.	-tu-	5
32	1	.	-a-	6
32	0	.	-tion	4
32	1	3	coul-	6
32	0	.	-d've	5
16	1	.	been	6
16	1	.	dead	2
32	1	.	loo-	6
32	0	.	-kin'	5
16	1	.	back	6
32	1	.	at	4
32	0	.	it	6
16	.	.	.	5
=2	=2	=2	=2	=2
32	1	3	most	1
32	0	.	of	6
16	1	.	that	5
16	1	.	shit	6
32	1	.	di-	4
32	0	.	-dn't	6
32	1	.	e-	5
32	0	.	-ven	6
32	1	.	have	3
32	0	.	to	6
32	1	.	ha-	5
32	0	.	-ppen	6
32	.	.	.	4
32	0	3	but	6
32	1	.	you	5
32	0	.	don't	6
32	1	.	think	2
32	0	.	a-	6
32	1	.	-bout	5
32	0	.	it	6
32	1	.	when	4
32	0	.	you	6
16	1	.	out	5
16	1	.	there	6
32	1	.	tra-	3
32	0	.	-ppin'	6
32	1	3	in	5
32	0	.	a-	6
=3	=3	=3	=3	=3
16	1	.	-part-	1
16	1	.	-ments	6
32	1	.	hang-	5
32	0	.	-in'	6
16	.	.	.	4
32	1	.	smo-	6
32	0	.	-kin'	5
16	1	.	and	6
32	1	.	ra-	3
32	0	.	-ppin'	6
32	1	2	ni-	5
32	0	.	-ggas	6
16	1	.	start	4
16	0	.	shit	6
16	1	.	next	5
32	1	.	thing	6
32	0	.	ya	2
16	1	.	know	6
16	1	.	we	5
32	1	.	ca-	6
32	0	.	-ppin'	4
16	1	3	get	6
=4	=4	=4	=4	=4
16	1	.	locked	1
16	1	.	up	6
16	1	.	then	5
32	1	.	di-	6
32	0	.	-dn't	4
16	1	.	even	6
16	1	.	get	5
16	1	.	mad	6
16	1	3	now	3
32	1	.	think	6
32	0	.	a-	5
16	1	.	-bout	6
16	1	.	damn	4
32	1	.	what	6
32	0	.	a	5
16	1	.	life	6
16	1	.	I	2
8	1	.	had	6
=5	=5	=5	=5	=5
32	1	4	most	1
32	0	.	of	6
16	1	.	that	5
16	1	.	shit	6
16	1	.	look	4
16	1	.	back	6
16	1	.	just	5
8	1	.	laugh	6
16	1	3	some	3
16	1	.	shit	6
16	1	.	still	5
16	1	.	look	6
16	1	.	back	4
16	1	.	get	6
16	1	.	sad	5
16	.	.	.	6
=6	=6	=6	=6	=6
32	1	3	may-	1
32	0	.	-be	6
16	1	.	my	5
16	1	.	home-	6
16	1	.	-boy	4
16	1	.	still	6
32	1	.	be	5
32	0	.	a-	6
16	1	.	-round	3
32	1	2	had	6
32	0	.	I	5
16	1	.	not	6
32	1	.	hit	4
32	0	.	the	6
32	1	.	ni-	5
32	0	.	-gga	6
32	1	.	in	2
32	0	.	the	6
16	1	.	mouth	5
16	1	.	that	6
16.	1	.	time	4
32	0	3	I	6
=7	=7	=7	=7	=7
16	1	.	won	1
16	1	.	that	6
16.	1	.	fight	5
32	0	.	I	6
16	1	.	lost	4
16	1	.	that	6
16	1	.	war	5
32	1	3	I	6
32	0	.	can	3
16	1	.	still	6
32	1	.	see	5
32	0	.	my	6
32	1	.	ni-	4
32	0	.	-gga	6
32	1	.	wal-	5
32	0	.	-kin'	6
16	1	.	out	2
16	1	.	that	6
8	1	.	door	5
=8	=8	=8	=8	=8
32	1	3	who'-	1
32	0	.	-da	6
32	1	.	thought	5
32	0	.	i'd	6
32	1	.	ne-	4
32	0	.	-ver	6
32	1	.	see	5
32	0	.	Phi-	6
16	1	.	-lant	3
16	1	.	no	6
16	1	.	more	5
32	1	3	got	6
32	0	.	e-	4
16	1	.	-nough	6
16	1	.	dead	5
32	1	.	ho-	6
32	0	.	-mies	2
32	1	.	I	6
32	0	.	don't	5
16	1	.	want	6
16	1	.	no	4
16	1	.	more	6
32	1	3	cost	5
32	0	.	a	6
=9	=9	=9	=9	=9
32	1	.	ni-	1
32	0	.	-gga	6
16	1	.	his	5
8	1	.	job	6
16	1	.	cost	4
16	1	.	me	6
16	1	.	more	5
32	1	3	i'd	6
32	0	.	a	3
16	1	.	took	6
16	1	.	that	5
16	1	.	ass	6
32	1	.	whoo-	4
32	0	.	-pin'	6
16	1	.	now	5
16	1	.	for	6
16	1	.	sure	2
16	1	3	now	6
=10	=10	=10	=10	=10
16	1	.	think	1
16	1	.	be-	6
16	1	.	-fore	5
16	1	.	I	6
16	1	.	risk	4
16	0	.	my	6
16	1	.	life	5
16	.	.	.	6
16	1	3	take	3
16	1	.	them	6
16	1	.	chan-	5
32	1	.	-ces	6
32	0	.	to	4
16	1	.	get	6
16	0	.	my	5
16	1	.	stripe	6
32	.	.	.	2
32	0	3	a	6
=11	=11	=11	=11	=11
32	1	.	ni-	1
32	0	.	-gga	6
32	1	.	put	5
32	0	.	his	6
16	1	.	hands	4
16	1	.	on	6
16	1	.	me	5
16	0	.	al-	6
16	1	.	-right	3
32	1	3	o-	6
32	0	.	-ther-	5
16	1	.	-wise	6
16	1	.	stand	4
16	1	.	there	6
16	1	.	talk	5
16	1	.	shit	6
16	0	.	all	2
16.	1	.	night	6
32	0	3	'cause	5
=12	=12	=12	=12	=12
16	1	.	I	1
16	1	.	hit	6
16.	1	.	you	5
32	0	.	and	6
16	1	.	you	4
16	1	.	sue	6
16	1	.	me	5
16	1	3	I	6
16	1	.	shoot	3
16	0	.	you	6
16	1	.	get	5
16	1	.	locked	6
16	1	.	up	4
16	1	.	who	6
8	1	.	me	5
!!!OTL:Dead and Gone
!!!RTL:Paper Trail
!!!RRD:2009/01/01|2009/01/13
!!!RRM:Grand Hustle, Atlantic
!!!RC#:Digital
!!!BPP:2
!!!BPD:2009/02/28
!!!COC:T.I.
!!!COL:T.I.
!!!COM:Clifford Joseph Harris Jr.
!!!CDT:1980/09/25->2016/02/
!!!ENC:Nathaniel Condit-Schultz
!!!EED:Nathaniel Condit-Schultz
!!!RDT:2014/-2016/
!!!EST:In progress
=1	=1	=1	=1	=1
16	1	4	ne-	1
16	0	.	-ver	6
16	1	.	mind	5
16	0	.	what	6
16	1	.	ha-	4
16	0	.	-ters	6
16.	1	.	say	5
32	0	3	ig-	6
16	1	.	-nore	3
16	0	.	'em	6
16	1	.	'til	5
16	0	.	they	6
16	1	.	fade	4
16	0	.	a-	6
16.	1	.	-way	5
32	0	3	a-	6
=2	=2	=2	=2	=2
16	1	.	-ma-	1
16	0	.	-zin'	6
16	1	.	they	5
16	0	.	un-	6
16	1	.	-grate-	4
16	0	.	-ful	6
16	1	.	af-	5
16	0	.	-ter	6
16	1	.	all	3
16	0	.	the	6
16	1	.	game	5
16	0	.	I	6
16	1	.	gave	4
16	0	.	a-	6
16	1	.	-way	5
16	.	.	.	6
=3	=3	=3	=3	=3
16	1	3	safe	1
16	0	.	to	6
16	1	.	say	5
16	0	.	I	6
16	1	.	paved	4
16	0	.	the	6
16	1	.	way	5
16	0	.	for	6
16	0	.	you	3
8	1	.	cats	6
32	0	.	to	5
32	0	.	get	6
16	1	.	paid	4
16	0	.	to-	6
16.	1	.	-day	5
32	0	3	you	6
=4	=4	=4	=4	=4
16	1	.	still	1
16	0	.	be	6
16	1	.	was-	5
16	0	.	-tin'	6
16	1	.	days	4
16	0	.	a-	6
16	0	.	-way	5
8	1	.	nah	6
32	1	.	had	3
32	0	.	I	6
16	1	.	ne-	5
16	0	.	-ver	6
16	1	.	saved	4
16	0	.	the	6
16	1	.	day	5
16	0	3	con-	6
=5	=5	=5	=5	=5
16	1	.	-si-	1
16	0	.	-der	6
16	1	.	them	5
16	0	.	my	6
16	1	.	pro-	4
16	0	.	-te-	6
8	1	.	-ge	5
16	.	.	.	6
32	1	3	ho-	3
32	0	.	-mage	6
16	1	.	I	5
16	0	.	think	6
16	1	.	they	4
16	0	.	should	6
16	1	.	pay	5
16	0	3	in-	6
=6	=6	=6	=6	=6
16	1	.	-stead	1
16	0	.	of	6
16	1	.	be-	5
16	0	.	-in'	6
16	1	.	gra-	4
16	0	.	-cious	6
16	0	.	they	5
16	1	.	vi-	6
16	0	.	-o-	3
16	0	.	-late	6
16	1	.	in	5
16	0	.	a	6
16	1	.	ma-	4
16	0	.	-jor	6
16	1	.	way	5
16	0	3	I	6
=7	=7	=7	=7	=7
16	1	.	ne-	1
16	0	.	-ver	6
16	1	.	been	5
16	0	.	a	6
16	1	.	ha-	4
16	0	.	-ter	6
16	1	.	still	5
16	0	.	I	6
16	1	.	love	3
16	0	.	'em	6
16	1	.	in	5
16	0	.	a	6
16	1	.	cra-	4
16	0	.	-zy	6
16	1	.	way	5
16	0	3	some	6
=8	=8	=8	=8	=8
16	1	.	say	1
16	0	.	they	6
16	1	.	sold	5
16	0	.	the	6
16	1	.	yay	4
16	0	.	and	6
16	1	.	no	5
16	0	.	they	6
32	1	.	coul-	3
32	0	.	-dn't	6
16	0	.	get	5
16	1	.	work	6
16	0	.	on	4
16	1	.	la-	6
16	0	.	-bor	5
16.	1	.	day	6
32	0	3	it	2
=9	=9	=9	=9	=9
16	1	.	ain't	1
16	0	.	that	6
16	1	.	black	5
16	0	.	and	6
16	1	.	white	4
16	0	.	it	6
16	1	.	has	5
16	0	.	an	6
16	1	.	ar-	3
16	0	.	-e-	6
16	1	.	-a	5
16	0	.	that's	6
16	1	.	sha-	4
16	0	.	-ded	6
16	1	.	grey	5
16	0	3	I'm	6
=10	=10	=10	=10	=10
16	1	.	west-	1
8	1	.	-side	6
32	1	.	a-	5
32	0	.	-ny-	6
16	1	.	-way	4
32	1	.	e-	6
32	0	.	-ven	5
16	1	.	if	6
16	0	.	I	3
16	1	.	left	6
16	0	.	to-	5
16	1	.	-day	6
16	0	.	and	4
16	1	.	stayed	6
16	0	.	a-	5
16	1	.	-way	6
16	0	3	some	2
=11	=11	=11	=11	=11
16	1	.	move	1
16	0	.	a-	6
16	1	.	-way	5
16	0	.	to	6
16	1	.	make	4
16	0	.	a	6
16	1	.	way	5
16	0	2	not	6
16	1	.	move	3
16	0	.	a-	6
16	1	.	-way	5
16	0	.	'cause	6
16	1	.	they	4
16	0	.	a-	6
16	1	.	-fraid	5
16	0	3	I	6
=12	=12	=12	=12	=12
16	1	.	brought	1
8	1	.	back	6
32	1	.	to	5
32	0	.	the	6
16.	1	.	hood	4
32	0	2	and	6
16	1	.	all	5
16	0	.	you	6
16	1	.	e-	3
16	0	.	-ver	6
16	1	.	did	5
16	0	.	was	6
16	1	.	take	4
16	0	.	a-	6
16	1	.	-way	5
16	0	3	I	6
