=0	=0	=0	=0	=0
16	0	.	for-	6
8	1	.	-get	5
8	0	.	me	6
=5	=5	=5	=5	=5
16	1	4	clear	1
8	0	.	off	6
16	0	.	the	5
8	1	.	smoke	6
8.	.	.	.	4
16	0	3	this	6
16	1	.	ain't	5
16	0	.	a	6
8	1	.	joke	3
8	.	.	.	6
=6	=6	=6	=6	=6
16	.	.	.	1
16	0	3	the	6
8	1	.	new	5
16	1	.	kid	6
16	0	.	on	4
16	0	.	the	6
8	1	.	block	5
16	0	1	is	6
8	1	.	like	3
8	1	.	dope	6
8	0	3	been	5
=7	=7	=7	=7	=7
8	1	.	here	1
16	1	.	for	6
16	0	.	a	5
4	1	.	while	6
16	.	.	.	4
16	0	3	been	6
8	1	.	all	5
16	1	.	pun-	6
16	0	.	-ish-	3
8	0	.	-ment	6
=8	=8	=8	=8	=8
16	.	.	.	1
16	0	3	but	6
16	1	.	now	5
16	0	.	I'm	6
8.	1	.	on	4
8	.	.	.	6
16	0	3	so	5
8	1	.	let's	6
16	1	.	start	3
8	0	.	it	6
16	.	.	.	5
=9	=9	=9	=9	=9
16	1	3	no	1
16	0	.	I'm	6
16	1	.	not	5
16	0	.	re-	6
16	1	.	-tar-	4
16	0	.	-ded	6
8.	.	.	.	5
16	0	3	or	6
16	1	.	ei-	3
16	0	.	-ther	6
8	1	.	cra-	5
8	0	.	-zy	6
=10	=10	=10	=10	=10
16	.	.	.	1
16	0	3	I	6
8	1	.	work	5
8	1	.	hard	6
8.	.	.	.	4
16	0	3	I'm	6
8	1	.	not	5
8	1	.	la-	6
8	0	.	-zy	3
=11	=11	=11	=11	=11
16	1	3	ra-	1
16	0	.	-ppers	6
8	1	.	don't	5
8	1	.	faze	6
8	0	.	me	4
16	.	.	.	6
16	0	3	or	5
16	1	.	eve	6
16	0	.	a-	3
8	1	.	-maze	6
8	0	.	me	5
=12	=12	=12	=12	=12
16	.	.	.	1
16	0	3	or	6
16	1	.	ei-	5
16	0	.	-ther	6
16	1	.	come	4
8	0	.	up	6
8	1	.	close	5
16	0	1	and	6
8	1	.	just	3
8	1	.	graze	6
8	0	.	me	5
=13	=13	=13	=13	=13
8	1	3	coo-	1
16	0	.	-lin'	6
16	.	.	.	5
16	1	3	ne-	6
16	0	.	-va	4
16	1	.	be	6
16	0	.	a	5
8	1	.	fool	6
8	0	.	and	3
16	1	3	gi-	6
16	0	.	-mme	5
16	1	.	just	6
16	0	.	a	4
=14	=14	=14	=14	=14
16	1	.	li-	1
16	0	.	-ttle	6
16	0	.	mo'	5
8	1	.	time	6
16	0	1	I	4
8	1	.	be	6
8	1	.	ru-	5
16	0	.	-lin'	6
16	.	.	.	3
16	1	3	tell	6
16	0	.	it	5
16	1	.	to	6
16	0	.	the	4
=15	=15	=15	=15	=15
8	1	.	mack	1
8	.	.	.	6
16	1	3	cuz	5
16	0	.	I'm	6
8	1	.	on	4
16	1	.	wax	6
8	.	.	.	5
16	0	3	but	6
16	1	.	should	3
16	0	.	I	6
8	1	.	pay	5
=16	=16	=16	=16	=16
8	1	.	tac	1
16	.	.	.	6
16	0	3	or	5
16	1	.	should	6
16	0	.	I	4
8	1	.	just	6
8	1	.	act	5
16	.	.	.	6
16	0	4	to	3
16	1	.	get	6
16	0	.	a	5
8	1	.	new	6
=17	=17	=17	=17	=17
8	1	.	job	1
8	.	.	.	6
8	1	3	yes	5
16	.	.	.	6
8	1	1	time	4
16	0	.	is	6
16	1	.	what	5
16	0	.	I'm	6
8	1	.	pressed	3
8	1	.	for	6
=18	=18	=18	=18	=18
8	.	.	.	1
16	1	3	e-	6
16	0	.	-very	5
8	1	.	time	6
16	0	.	per-	4
8	1	.	-form	6
16	0	1	ya	5
8	1	.	want	6
8	1	.	more	3
