=0	=0	=0	=0	=0
2	.	.	.	2.58496
8	.	.	.	7.58496
16	1	4	Ba-	6.58496
8	1	.	-by	7.58496
16	0	.	this	5.58496
16	1	.	ain't	7.58496
16	0	.	your	6.58496
=1	=1	=1	=1	=1
16	1	.	ty-	2.58496
16	0	.	-pi-	7.58496
8	1	.	-cal	6.58496
16	1	.	e-	7.58496
16	0	.	-very-	5.58496
8	1	.	-day	7.58496
8	1	.	one	6.58496
8	1	.	night	7.58496
8	1	.	thing	4.58496
16	1	3	It's	7.58496
16	0	.	a	6.58496
=2	=2	=2	=2	=2
16	1	.	phy-	2.58496
16	0	.	-si-	7.58496
8	1	.	-cal	6.58496
16	1	.	I'-	7.58496
16	0	.	-ma	5.58496
8	1	.	fuck	7.58496
16	1	.	you	6.58496
16	0	.	to-	7.58496
8	1	.	-night	4.58496
8	1	.	thing	7.58496
16	1	3	Fuck	6.58496
16	.	.	.	7.58496
=3	=3	=3	=3	=3
16	.	.	.	2.58496
16	1	.	know-	7.58496
16	0	.	-in'	6.58496
16	0	.	your	7.58496
8	1	.	name	5.58496
16	1	.	Jump	7.58496
16	0	.	yo'	6.58496
8	1	.	ass	7.58496
16	1	.	in	4.58496
16	0	.	the	7.58496
8	1	.	Range	6.58496
16	0	.	And	7.58496
8	1	.	roll	5.58496
=4	=4	=4	=4	=4
8	1	.	o-	2.58496
16	0	.	-ver	7.58496
16	1	3	Ge-	6.58496
16	0	.	-ttin'	7.58496
8	1	.	blown	5.58496
16	0	.	while	7.58496
16	1	.	blow-	6.58496
16	0	.	-in'	7.58496
16	0	.	the	4.58496
8	1	.	dol-	7.58496
16	0	.	-ja	6.58496
16	0	3	Bring	7.58496
=5	=5	=5	=5	=5
8	1	.	head	2.58496
16	1	.	to	7.58496
16	0	.	a	6.58496
8	1	.	clo-	7.58496
16	0	.	-sure	5.58496
16	.	.	.	7.58496
16	1	3	That's	6.58496
16	0	.	a	7.58496
8.	1	.	good	4.58496
8	1	.	bitch	7.58496
16	0	3	Be-	6.58496
=6	=6	=6	=6	=6
16	1	.	-fore	2.58496
16	0	.	it's	7.58496
8	1	.	all	6.58496
16	1	.	o-	7.58496
16	0	.	-ver	5.58496
16	1	.	I'-	7.58496
16	0	.	-ma	6.58496
8	1	.	meat	7.58496
8	1	.	this	4.58496
8	1	.	bitch	7.58496
16	1	3	Pro-	6.58496
16	0	.	-bably	7.58496
=7	=7	=7	=7	=7
8	1	.	treat	2.58496
8	1	.	this	7.58496
8	1	.	bitch	6.58496
8	1	.	mo'	7.58496
16	1	.	be-	5.58496
16	0	.	-tta	7.58496
16	.	.	.	6.58496
16	0	3	'cause	7.58496
16	1	.	if	4.58496
16	0	.	you	7.58496
8	1	.	ain't	6.58496
=8	=8	=8	=8	=8
16	.	.	.	2.58496
8	1	.	know	7.58496
16	.	.	.	6.58496
8	1	.	gang-	7.58496
16	1	.	-stas	5.58496
16	0	.	and	7.58496
8	1	.	hoes	6.58496
16	1	.	go	7.58496
16	0	.	to-	4.58496
16	1	.	-ge-	7.58496
16	0	.	-ther	6.58496
16	.	.	.	7.58496
16	1	3	Po-	5.58496
=9	=9	=9	=9	=9
16	0	.	-ppin'	2.58496
16	0	.	my	7.58496
8	1	.	co-	6.58496
16	0	.	-llar	7.58496
8	1	.	part-	5.58496
16	0	.	-ner	7.58496
8	1	.	who	6.58496
16	1	.	in	7.58496
16	0	.	the	4.58496
8	1	.	spot?	7.58496
16	1	3	Ba-	6.58496
16	0	.	-by	7.58496
=10	=10	=10	=10	=10
8	1	.	Rule	2.58496
16	1	.	in	7.58496
16	0	.	the	6.58496
16	1	.	spot	7.58496
16	.	.	.	5.58496
16	1	3	and	7.58496
16	0	.	the	6.58496
8	1	.	mug	7.58496
16	1	.	and	4.58496
16	0	.	the	7.58496
8	1	.	watch	6.58496
16	1	.	ug-	7.58496
8	0	.	-ly	5.58496
=11	=11	=11	=11	=11
16	.	.	.	2.58496
16	1	3	Half	7.58496
16	0	.	the	6.58496
8	1	.	hoes	7.58496
16	1	.	hate	5.58496
16	0	.	me	7.58496
16	.	.	.	6.58496
8	1	3	half	7.58496
16	0	.	them	4.58496
16	1	.	love	7.58496
16	0	.	me	6.58496
16	.	.	.	7.58496
16	0	3	The	5.58496
=12	=12	=12	=12	=12
8	1	.	ones	2.58496
16	0	.	that	7.58496
16	1	.	hate	6.58496
16	0	.	me	7.58496
16	1	.	on-	5.58496
16	0	.	-ly	7.58496
16	1	.	hate	6.58496
16	0	.	me	7.58496
16	0	.	'cause	4.58496
16	1	.	they	7.58496
16	0	.	ain't	6.58496
16	1	.	fucked	7.58496
16	0	.	me	5.58496
16	.	.	.	7.58496
16	0	3	And	6.58496
=13	=13	=13	=13	=13
8	1	.	they	2.58496
16	1	.	say	7.58496
16	0	.	I'm	6.58496
16	1	.	lu-	7.58496
8	0	.	-cky	5.58496
16	0	3	you	7.58496
16	1	.	think	6.58496
16	0	.	I	7.58496
8	1	.	got	4.58496
8	1	.	time	7.58496
16	1	.	to	6.58496
16	0	.	fuck	7.58496
=14	=14	=14	=14	=14
8	1	.	all	2.58496
