8	1	.	-ges(	7.58496
16	1	.	they+	6.58496
16	0	.	re-	7.58496
8	1	.	-veive^	4.58496
16	0	.	you|	7.58496
8.	1	.	on.	6.58496
=14	=14	=14	=14	=14
8	.	.	.	2.58496
8	1	3	still}	7.58496
16	1	.	can't	6.58496
16	0	.	be-	7.58496
8	1	.	-lieve^	5.58496
16	0	.	you're^	7.58496
8	1	.	gone.	6.58496
16	0	3	give^	7.58496
16	1	.	a-	4.58496
16	0	.	-ny-	7.58496
=15	=15	=15	=15	=15
16	1	.	-thing+	2.58496
16	0	.	to_	7.58496
8	1	.	hear^	6.58496
8	1	.	half)	7.58496
16	0	.	your)	5.58496
8.	1	.	breath.	7.58496
8.	.	.	.	6.58496
16	0	3	I+	7.58496
16	1	.	know^	4.58496
16	0	.	you+	7.58496
=16	=16	=16	=16	=16
8	1	.	still}	2.58496
16	1	.	li-	7.58496
16	0	.	-ving{	6.58496
16	0	.	your)	7.58496
8.	1	.	life|	5.58496
8	1	.	af-	7.58496
16	0	.	-ter)	6.58496
8.	1	.	death.	7.58496
8	.	.	.	4.58496
!!!OTL:I'll Be Missing You
!!!RTL:No Way Out
!!!RRD:1997/05/27
!!!RRM:Bad Boy
!!!RC#:73012
!!!BPP:1
!!!BPD:1997/06/14
!!!COC:Puff Daddy
!!!COL:Puff Daddy
!!!COM:Sean John Combs
!!!CDT:1969/11/04->2016/02/
!!!ENC:Nathaniel Condit-Schultz
!!!EED:Nathaniel Condit-Schultz
!!!RDT:2014/-2016/
!!!EST:In progress
2..	.	.	.	7.58496
16	1	4	When	6.58496
16	0	.	it	7.58496
=1	=1	=1	=1	=1
16	1	.	hurt	2.58496
16	0	.	I	7.58496
16	1	.	ease	6.58496
16	0	.	the	7.58496
8	1	.	pain	5.58496
8	1	.	girl	7.58496
16	.	.	.	6.58496
16	0	3	ca-	7.58496
16	1	.	-ress	4.58496
16	0	.	your	7.58496
8	1	.	frame	6.58496
16	1	3	get	7.58496
16	0	.	them	5.58496
=2	=2	=2	=2	=2
16	1	.	wo-	2.58496
16	0	.	-rries	7.58496
16	1	.	off	6.58496
16	0	.	your	7.58496
8	1	.	brain	5.58496
8	1	.	girl	7.58496
16	.	.	.	6.58496
16	0	3	I'm	7.58496
16	1	.	in	4.58496
16	0	.	your	7.58496
16	1	.	cor-	6.58496
16	0	.	-ner	7.58496
16	1	3	do	5.58496
16	0	.	what	7.58496
=3	=3	=3	=3	=3
16	1	.	you	2.58496
16	0	.	want	7.58496
16	1	.	it's	6.58496
16	0	.	your	7.58496
8	1	.	thing	5.58496
8	1	.	girl	7.58496
8	.	.	.	6.58496
16	1	3	I	7.58496
16	0	.	per-	4.58496
16	1	.	-sist	7.58496
16	0	.	and	6.58496
16	0	.	try	7.58496
16	1	.	but	5.58496
=4	=4	=4	=4	=4
16	.	.	.	2.58496
16	0	3	one	7.58496
16	1	.	in	6.58496
16	0	.	the	7.58496
8	1	.	same	5.58496
8	1	.	girl	7.58496
16	.	.	.	6.58496
16	0	3	it	7.58496
16	1	.	ain't	4.58496
16	0	.	a	7.58496
8	1	.	game	6.58496
16	1	3	so	7.58496
16	0	.	I	5.58496
=5	=5	=5	=5	=5
8	1	.	can't	2.58496
16	1	.	play	7.58496
16	0	.	with	6.58496
8	1	.	you	7.58496
16	.	.	.	5.58496
16	0	3	I	7.58496
16	1	.	wa-	6.58496
16	0	.	-nna	7.58496
16	1	.	lay	4.58496
16	0	.	with	7.58496
8	1	.	you	6.58496
16	1	3	stay	7.58496
16	0	.	with	5.58496
=6	=6	=6	=6	=6
8	1	.	you	2.58496
16	1	3	pray	7.58496
16	0	.	with	6.58496
8	1	.	you	7.58496
8	1	3	grow	5.58496
16	1	.	old	7.58496
16	0	.	and	6.58496
16	1	.	gray	7.58496
16	0	.	with	4.58496
8	1	.	you	7.58496
16	.	.	.	6.58496
16	0	3	in	7.58496
=7	=7	=7	=7	=7
16	1	.	good	2.58496
16	0	.	and	7.58496
8	1	.	bad	6.58496
8	1	.	times	7.58496
16	.	.	.	5.58496
16	0	.	we'll	7.58496
16	1	.	al-	6.58496
16	0	.	-ways	7.58496
16	1	.	make	4.58496
16	0	.	it	7.58496
8	1	.	through	6.58496
16	.	.	.	7.58496
16	0	3	'cause	5.58496
=8	=8	=8	=8	=8
16	1	.	what	2.58496
16	0	.	we	7.58496
16	1	.	got	6.58496
16	0	.	is	7.58496
8	1	.	true	5.58496
16	.	.	.	7.58496
16	0	3	no	6.58496
16	1	.	ma-	7.58496
16	0	.	-tter	4.58496
16	1	.	what	7.58496
16	0	.	they	6.58496
16	1	.	say	7.58496
16	0	.	to	5.58496
8	1	.	you	7.58496
=9	=9	=9	=9	=9
16	1	3	I	2.58496
16	0	.	could	7.58496
8	1	.	straight	6.58496
8	1	.	lace	7.58496
8	1	.	you	5.58496
16.	1	3	not	7.58496
16.	1	.	just	6.58496
16	0	.	a-	7.58496
16	1	.	-ppear-	4.58496
8	0	.	-ance	7.58496
16	.	.	.	6.58496
=10	=10	=10	=10	=10
16	1	3	sti-	2.58496
16	0	.	-mu-	7.58496
16	1	.	-late	6.58496
8	0	.	your	7.58496
8.	1	.	mind	5.58496
16.	1	3	strength-	7.58496
16.	1	.	-en	6.58496
16	0	.	your	7.58496
16	1	.	spir-	4.58496
8	0	.	-its	7.58496
16	.	.	.	6.58496
=11	=11	=11	=11	=11
16	1	3	be	2.58496
16	0	.	the	7.58496
16	1	.	voice	6.58496
16	0	.	of	7.58496
16	1	.	rea-	5.58496
16	0	.	-son	7.58496
16	1	.	when	6.58496
16	0	.	you	7.58496
8	1	.	ain't	4.58496
16	1	.	try-	7.58496
16	0	.	-na	6.58496
16	1	.	hear	7.58496
16	0	.	it	5.58496
16	.	.	.	7.58496
16	0	3	you	6.58496
=12	=12	=12	=12	=12
16	1	.	want	2.58496
16	0	.	it	7.58496
16	1	.	but	6.58496
16	0	.	you	7.58496
16	1	.	fear	5.58496
16	0	.	it	7.58496
16	1	3	but	6.58496
16	0	.	you	7.58496
16	1	.	love	4.58496
16	0	.	it	7.58496
16	1	.	when	6.58496
16	0	.	you	7.58496
16	1	.	near	5.58496
16	0	.	it	7.58496
8	.	.	.	6.58496
=13	=13	=13	=13	=13
16	1	3	sit	2.58496
16	0	.	her	7.58496
16	1	.	on	6.58496
16	0	.	the	7.58496
8	1	.	so-	5.58496
8	0	.	-fa	7.58496
16	1	3	get	6.58496
16	0	.	a	7.58496
16	1	.	li-	4.58496
16	0	.	-ttle	7.58496
8	1	.	clo-	6.58496
16	0	.	-ser	7.58496
16	.	.	.	5.58496
=14	=14	=14	=14	=14
16	.	.	.	2.58496
8	1	3	touch	7.58496
16	0	.	you	6.58496
8	1	.	right	7.58496
16	1	.	do	5.58496
16	0	.	it	7.58496
16	1	.	like	6.58496
16	0	.	a	7.58496
16	1	.	man's	4.58496
16	0	.	su-	7.58496
8	1	.	-ppose	6.58496
16	0	.	to	7.58496
16	.	.	.	5.58496
=15	=15	=15	=15	=15
16.	.	.	.	2.58496
16.	1	3	knew	7.58496
16	0	.	you	6.58496
16	1	.	was	7.58496
16	0	.	the	5.58496
8	1	.	one	7.58496
8	1	.	that's	6.58496
16	1	.	why	7.58496
16	0	.	I	4.58496
8	1	.	chose	7.58496
16	0	.	you	6.58496
16	.	.	.	7.58496
=16	=16	=16	=16	=16
16	.	.	.	2.58496
16	0	3	'cause	7.58496
16	1	.	you	6.58496
16	0	.	get	7.58496
16	1	.	down	5.58496
16	0	.	for	7.58496
16	1	.	yours	6.58496
16	0	.	and	7.58496
8	1	.	ride	4.58496
16	1	.	like	7.58496
16	0	.	a	6.58496
8	1	.	sol-	7.58496
16	0	.	-dier	5.58496
16	.	.	.	7.58496
=0	=0	=0	=0	=0
2.	.	.	.	2.58496
8.	.	.	.	7.58496
16	0	4	Your	6.58496
=1	=1	=1	=1	=1
8	1	.	soul	2.58496
16	1	.	ain't	7.58496
16	0	.	a	6.58496
8	1	.	toy	7.58496
16	1	3	you	5.58496
16	0	.	ain't	7.58496
16	1	.	dea-	6.58496
16	0	.	-lin'	7.58496
16	1	.	with	4.58496
16	0	.	a	7.58496
8	1	.	boy	6.58496
16	.	.	.	7.58496
16	0	3	feel	5.58496
=2	=2	=2	=2	=2
16	1	.	emp-	2.58496
16	0	.	-ti-	7.58496
16	1	.	-ness	6.58496
16	0	.	in-	7.58496
8	1	.	-side	5.58496
8	.	.	.	7.58496
16	1	3	I	6.58496
16	0	.	can	7.58496
16	1	.	fill	4.58496
16	0	.	that	7.58496
8	1	.	void	6.58496
8	.	.	.	7.58496
=3	=3	=3	=3	=3
16	1	3	when	2.58496
16	0	.	you	7.58496
8	1	.	spend	6.58496
8	1	.	time	7.58496
16	1	.	with	5.58496
16	0	.	your	7.58496
16	1	.	wo-	6.58496
16	0	.	-man	7.58496
16	0	.	and	4.58496
16	1	.	li-	7.58496
16	0	.	-sten	6.58496
16	.	.	.	7.58496
16	0	3	it	5.58496
8	1	.	shines	7.58496
=4	=4	=4	=4	=4
16	1	.	more	2.58496
16	0	.	than	7.58496
16	1	.	a-	6.58496
16	0	.	-ny	7.58496
16	0	.	ba-	5.58496
16	1	.	-guette	7.58496
16	.	.	.	6.58496
16	1	.	dia-	7.58496
16	0	.	-mond	4.58496
16	0	.	can	7.58496
16	1	.	gli-	6.58496
16	0	.	-sten	7.58496
16	0	3	I	5.58496
16	1	.	can't	7.58496
16	0	.	im-	6.58496
=5	=5	=5	=5	=5
8	1	.	-press	2.58496
8	1	.	you	7.58496
16	1	.	with	6.58496
16	0	.	the	7.58496
8	1	.	cars	5.58496
16	1	.	and	7.58496
16	0	.	the	6.58496
8	1	.	wealth	7.58496
16	.	.	.	4.58496
16	0	3	'cause	7.58496
16	1	.	a-	6.58496
16	0	.	-ny	7.58496
=6	=6	=6	=6	=6
16	1	.	wo-	2.58496
16	0	.	-man	7.58496
16	0	.	with	6.58496
16	1	.	will	7.58496
16	0	.	and	5.58496
8	1	.	drive	7.58496
16	0	.	can	6.58496
16	1	.	get	7.58496
16	0	.	it	4.58496
16	0	.	her-	7.58496
16	1	.	-self	6.58496
16	.	.	.	7.58496
16	0	3	I'd	5.58496
16	1	.	ra-	7.58496
16	0	.	-ther	6.58496
=7	=7	=7	=7	=7
8	1	.	show	2.58496
16	1	.	you	7.58496
16	0	.	it's	6.58496
8	1	.	heart-	7.58496
16	1	.	-felt	5.58496
16	.	.	.	7.58496
16	1	3	make	6.58496
16	0	.	your	7.58496
8	1	.	heart	4.58496
16	1	.	melt	7.58496
8	.	.	.	6.58496
16	0	3	and	7.58496
=8	=8	=8	=8	=8
16	1	.	prove	2.58496
16	0	.	to	7.58496
16	1	.	you	6.58496
16	0	.	you're	7.58496
16	1	.	more	5.58496
16	0	.	im-	7.58496
16	1	.	-por-	6.58496
16	0	.	-tant	7.58496
16	0	.	than	4.58496
16	1	.	a-	7.58496
16	0	.	-ny-	6.58496
16	0	.	-thing	7.58496
8	1	.	else	5.58496
8	.	.	.	7.58496
=9	=9	=9	=9	=9
8	1	3	worth-	2.58496
8	1	.	-while	7.58496
16	1	3	spe-	6.58496
16	0	.	-cial	7.58496
16	1	.	like	5.58496
16	0	.	my	7.58496
8	1	.	first	6.58496
8	1	.	child	7.58496
8	.	.	.	4.58496
16	1	3	when	7.58496
16	0	.	I	6.58496
=10	=10	=10	=10	=10
16	1	.	see	2.58496
16	0	.	your	7.58496
16	1	.	face	6.58496
16	0	.	it's	7.58496
16	1	.	al-	5.58496
16	0	.	-ways	7.58496
16	1	.	like	6.58496
16	0	.	the	7.58496
8	1	.	first	4.58496
8	1	.	time	7.58496
16	.	.	.	6.58496
16	0	3	our	7.58496
8	1	.	eyes	5.58496
=11	=11	=11	=11	=11
8	1	.	met	2.58496
16	.	.	.	7.58496
16	0	3	I	6.58496
16	1	.	knew	7.58496
16	0	.	we'd	5.58496
16	1	.	be	7.58496
16	0	.	to-	6.58496
16	1	.	-ge-	7.58496
16	0	.	-ther	4.58496
16	1	.	in	7.58496
16	0	.	a	6.58496
8	1	.	tri	7.58496
8	1	.	jet	5.58496
=12	=12	=12	=12	=12
16	.	.	.	2.58496
16	0	3	I	7.58496
16	1	.	wa-	6.58496
16	0	.	-nna	7.58496
16	1	.	give	5.58496
16	0	.	you	7.58496
8	1	.	things	6.58496
16	1	.	that	7.58496
16	0	.	I	4.58496
16	1	.	di-	7.58496
16	0	.	-dn't	6.58496
8	1	.	buy	7.58496
16	1	.	yet	5.58496
16	.	.	.	7.58496
=13	=13	=13	=13	=13
8	1	3	hold	2.58496
16	0	.	you	7.58496
16	.	.	.	6.58496
8	1	3	mold	7.58496
16	0	.	you	5.58496
16	.	.	.	7.58496
8	1	3	don't	6.58496
8	1	.	know	7.58496
16	1	.	let	4.58496
16	0	.	me	7.58496
8	1	.	show	6.58496
=14	=14	=14	=14	=14
16	0	.	you	2.58496
16	.	.	.	7.58496
16	1	3	ain't	6.58496
16	0	.	no	7.58496
16	1	.	te-	5.58496
8	0	.	-llin'	7.58496
16	0	.	what	6.58496
16	1	.	we	7.58496
16	0	.	could	4.58496
8	1	.	grow	7.58496
16	0	.	to	6.58496
8.	.	.	.	7.58496
=15	=15	=15	=15	=15
16	1	3	let	2.58496
16	0	.	it	7.58496
16	0	.	be	6.58496
8	1	.	known	7.58496
16	0	.	I	5.58496
8	1	.	told	7.58496
8	0	.	you	6.58496
16	.	.	.	7.58496
16	0	3	and	4.58496
16	1	.	I'-	7.58496
16	0	.	-mma	6.58496
16	0	.	be	7.58496
8	1	.	there	5.58496
=16	=16	=16	=16	=16
16	1	.	for	2.58496
16	0	.	what-	7.58496
16	1	.	-e-	6.58496
16	0	.	-ver	7.58496
16	0	.	you	5.58496
8	1	.	go	7.58496
16	0	.	through	6.58496
8	.	.	.	7.58496
16	0	3	my	4.58496
8	1	.	love's	7.58496
8	0	.	true	6.58496
=0	=0	=0	=0	=0
2..	.	.	.	2.58496
16	1	4	I'm	7.58496
16	0	.	the	6.58496
=1	=1	=1	=1	=1
8	1	.	light	2.58496
16	1	.	when	7.58496
16	0	.	you	6.58496
8	1	.	can't	7.58496
8	1	.	see	5.58496
8	.	.	.	7.58496
16	1	3	I'm	6.58496
16	0	.	that	7.58496
8	1	.	air	4.58496
16	1	.	when	7.58496
16	0	.	you	6.58496
=2	=2	=2	=2	=2
8	1	.	can't	2.58496
8	1	.	breathe	7.58496
8	.	.	.	6.58496
16	1	3	I'm	7.58496
16	0	.	that	5.58496
16	1	.	fee-	7.58496
16	0	.	-ling	6.58496
16	1	.	when	7.58496
16	0	.	you	4.58496
8	1	.	can't	7.58496
8	1	.	leave	6.58496
=3	=3	=3	=3	=3
8	.	.	.	2.58496
8	1	3	some	7.58496
16	1	.	doubt	6.58496
16	.	.	.	7.58496
16	1	.	some	5.58496
16	0	.	be-	7.58496
8	1	.	-lieve	6.58496
16	.	.	.	7.58496
16	0	3	some	4.58496
8	1	.	lie	7.58496
8	1	.	cheat	6.58496
=4	=4	=4	=4	=4
16	0	.	and	2.58496
16	0	.	de-	7.58496
8	1	.	-ceive	6.58496
16	1	3	so	7.58496
16	0	.	it's	5.58496
16	1	.	on-	7.58496
16	0	.	-ly	6.58496
16	1	.	you	7.58496
16	0	.	and	4.58496
16	1	.	me	7.58496
8.	.	.	.	6.58496
16	1	3	when	7.58496
16	0	.	you	5.58496
=5	=5	=5	=5	=5
16	1	.	weak	2.58496
16	0	.	I'll	7.58496
16	1	.	make	6.58496
16	0	.	you	7.58496
8.	1	.	strong	5.58496
16	.	.	.	7.58496
16	1	3	here's	6.58496
16	0	.	where	7.58496
16	1	.	you	4.58496
16	0	.	be-	7.58496
8.	1	.	-long	6.58496
16	.	.	.	7.58496
=6	=6	=6	=6	=6
16	1	3	I	2.58496
16	0	.	ain't	7.58496
16	1	.	per-	6.58496
16	0	.	-fect	7.58496
16	1	.	but	5.58496
16	0	.	I	7.58496
16	1	.	pro-	6.58496
16	0	.	-mise	7.58496
16	1	.	I	4.58496
16	0	.	won't	7.58496
16	1	.	do	6.58496
16	0	.	you	7.58496
8	1	.	wrong	5.58496
8	.	.	.	7.58496
=7	=7	=7	=7	=7
16	1	3	keep	2.58496
16	0	.	you	7.58496
16	1	.	way	6.58496
16	0	.	from	7.58496
8	1	.	harm	5.58496
16	.	.	.	7.58496
16	0	3	my	6.58496
16	1	.	love	7.58496
16	0	.	is	4.58496
16	0	.	pro-	7.58496
8	1	.	-tec-	6.58496
16	0	.	-ted	7.58496
16	.	.	.	5.58496
16	0	3	I'll	7.58496
=8	=8	=8	=8	=8
16	1	.	wrap	2.58496
16	0	.	you	7.58496
16	1	.	in	6.58496
16	0	.	my	7.58496
8	1	.	arms	5.58496
16	1	.	so	7.58496
16	0	.	you'll	6.58496
16	1	.	ne-	7.58496
16	0	.	-ver	4.58496
16	1	.	feel	7.58496
16	0	.	ne-	6.58496
8	1	.	-glec-	7.58496
16	0	.	-ted	5.58496
16	.	.	.	7.58496
=9	=9	=9	=9	=9
16	1	3	I'll	2.58496
16	0	.	just	7.58496
16	1	.	make	6.58496
16	0	.	you	7.58496
16	0	.	a-	5.58496
8	1	.	-ware	7.58496
16	0	.	of	6.58496
16	1	.	what	7.58496
16	0	.	we	4.58496
16	1	.	have	7.58496
16	0	.	is	6.58496
8	1	.	rare	7.58496
16	1	3	in	5.58496
16	0	.	the	7.58496
=10	=10	=10	=10	=10
16	1	.	mo-	2.58496
16	0	.	-ment	7.58496
16	1	.	of	6.58496
16	0	.	des-	7.58496
8	1	.	-pair	5.58496
16	1	3	I'm	7.58496
16	0	.	the	6.58496
16	1	.	cou-	7.58496
16	0	.	-rage	4.58496
16	1	.	when	7.58496
16	0	.	you're	6.58496
8	1	.	scared	7.58496
8	.	.	.	5.58496
=11	=11	=11	=11	=11
16	1	3	lo-	2.58496
16	0	.	-yal	7.58496
8	.	.	.	6.58496
8	1	3	down	7.58496
16	1	.	for	5.58496
16	0	.	you	7.58496
8	.	.	.	6.58496
16	1	3	soon	7.58496
16	0	.	as	4.58496
16	0	.	I	7.58496
16	1	.	saw	6.58496
8	0	.	you	7.58496
=12	=12	=12	=12	=12
16	1	3	wan-	2.58496
16	0	.	-ted	7.58496
16	1	.	to	6.58496
16	0	.	be	7.58496
16	1	.	there	5.58496
16	0	.	'cause	7.58496
16	1	.	I	6.58496
16	0	.	could	7.58496
16	1	.	hold	4.58496
16	0	.	it	7.58496
8	1	.	down	6.58496
16	1	.	for	7.58496
16	0	.	you	5.58496
8	.	.	.	7.58496
=13	=13	=13	=13	=13
16	1	3	be	2.58496
16	0	.	a-	7.58496
8	1	.	-round	6.58496
16	1	.	for	7.58496
16	0	.	you	5.58496
8	.	.	.	7.58496
8	1	3	plant	6.58496
8	1	.	seeds	7.58496
16	1	.	in	4.58496
16	0	.	the	7.58496
16	1	.	so-	6.58496
16	0	.	-il	7.58496
=14	=14	=14	=14	=14
16.	.	.	.	2.58496
16.	1	3	make	7.58496
16.	1	.	love	6.58496
16.	1	.	all	7.58496
8	1	.	night	5.58496
16	1	.	ben-	7.58496
16	0	.	-ding	6.58496
8	1	.	bed	7.58496
16	1	.	co-	4.58496
16	0	.	-ils	7.58496
8	.	.	.	6.58496
=15	=15	=15	=15	=15
16	1	3	you're	2.58496
16	0	.	a	7.58496
8	1	.	queen	6.58496
16	.	.	.	7.58496
16	0	.	there-	5.58496
16	1	.	-fore	7.58496
16	0	.	I	6.58496
16	1	.	treat	7.58496
16	0	.	you	4.58496
16	1	.	ro-	7.58496
16	0	.	-yal	6.58496
8	.	.	.	7.58496
16	1	3	this	5.58496
16	0	.	is	7.58496
=16	=16	=16	=16	=16
16	1	.	all	2.58496
16	0	.	for	7.58496
8	1	.	you	6.58496
8	.	.	.	7.58496
16	0	.	'cause	5.58496
16	1	.	I	7.58496
16	.	.	.	6.58496
16	0	.	sim-	7.58496
16	1	.	-ply	4.58496
16	0	.	a-	7.58496
16	1	.	-dore	6.58496
16	0	.	you	7.58496
8	.	.	.	5.58496
!!!OTL:Satisfy You
!!!RTL:Forever
!!!RRD:1999/10/13
!!!RRM:Bad Boy
!!!RC#:73033
!!!BPP:2
!!!BPD:1999/10/30
!!!COC:Puff Daddy
!!!COL:Puff Daddy
!!!COM:Sean John Combs
!!!CDT:1969/11/04->2016/02/
!!!ENC:Nathaniel Condit-Schultz
!!!EED:Nathaniel Condit-Schultz
!!!RDT:2014/-2016/
!!!EST:In progress
