=0	=0	=0	=0	=0
4.	.	.	.	2.58496
8	0	4	i+	7.58496
4	1	.	like^	6.58496
4	1	.	big)	7.58496
=1	=1	=1	=1	=1
8	1	.	butts,	2.58496
16	1	3	and[	7.58496
16	0	.	i+	6.58496
8	1	.	can-	7.58496
8	0	.	-not	5.58496
4	1	.	lie.	7.58496
8	.	.	.	6.58496
8	0	3	you	7.58496
=2	=2	=2	=2	=2
16	1	.	o-	2.58496
16	0	.	-ther	7.58496
16	1	.	bro-	6.58496
16	0	.	-thers+	7.58496
8	1	.	can't	5.58496
8	0	.	de-	7.58496
4	1	.	-ny^	6.58496
16	.	.	.	7.58496
16	0	3	that[	4.58496
16	1	.	when<	7.58496
16	0	.	a	6.58496
=3	=3	=3	=3	=3
8	1	.	girl+	2.58496
8	0	.	walks	7.58496
8	1	.	in+	6.58496
16	1	1	with<	7.58496
16	0	.	an	5.58496
16	1	.	i-	7.58496
16	0	.	-tty	6.58496
16	1	.	b-	7.58496
16	0	.	-itty)	4.58496
8	1	.	waste,	7.58496
16	1	3	and[	6.58496
16	0	.	a	7.58496
=4	=4	=4	=4	=4
8	1	.	round)	2.58496
8	1	.	thing(	7.58496
8	1	.	in<	6.58496
8	1	.	your)	7.58496
8	1	.	face:	5.58496
8	0	1	you+	7.58496
4	1	.	get{	6.58496
=5	=5	=5	=5	=5
4	1	.	sprung.	2.58496
8	.	.	.	7.58496
16	1	4	wa-	6.58496
16	0	.	-nna	7.58496
16	1	.	pull	5.58496
16	0	.	up{	7.58496
8	.	.	.	6.58496
8	1	.	tough;	7.58496
16	1	3	because[	4.58496
16	0	.	you+	7.58496
=6	=6	=6	=6	=6
16	1	.	no-	2.58496
16	0	.	-ticed^	7.58496
8	1	.	that	6.58496
8	1	.	butt(	7.58496
8	0	.	was[	5.58496
8	1	.	stuffed^	7.58496
4.	.	.	.	6.58496
=7	=7	=7	=7	=7
8	1	4	deep(	2.58496
16	1	.	in<	7.58496
16	0	.	the	6.58496
8	1	.	jeans(	7.58496
8	0	.	she's^	5.58496
8	1	.	wear-	7.58496
8	0	.	-ing.	6.58496
8	.	.	.	7.58496
8	0	3	i'm^	4.58496
=8	=8	=8	=8	=8
8	1	.	hooked,	2.58496
16	1	.	and[	7.58496
16	0	.	i+	6.58496
8	1	.	can't	7.58496
8	0	.	stop	5.58496
8	1	.	star-	7.58496
8	0	.	-ing.	6.58496
4	1	4	oh	7.58496
=9	=9	=9	=9	=9
4	1	.	ba-	2.58496
8.	0	.	-by/	7.58496
16	0	3	i+	6.58496
16	1	.	wa-	7.58496
16	0	.	-nna	5.58496
8	1	.	get_	7.58496
8	1	.	_with^	6.58496
8	0	.	you,	7.58496
=10	=10	=10	=10	=10
8	.	.	.	2.58496
8	0	3	and[	7.58496
8	1	.	take^	6.58496
8	0	.	your)	7.58496
8	1	.	pic-	5.58496
8	0	.	-ture.	7.58496
8	.	.	.	6.58496
8	0	4	my	7.58496
=11	=11	=11	=11	=11
8	1	.	home-	2.58496
8	0	.	-boys+	7.58496
8	1	.	tried	6.58496
8	0	.	to	7.58496
8.	1	.	warn^	5.58496
8	0	.	me,	7.58496
16	0	3	but[	6.58496
16	1	.	that	7.58496
16	.	.	.	4.58496
=12	=12	=12	=12	=12
8	1	.	butt(	2.58496
8	1	.	you+	7.58496
8	1	.	got+	6.58496
8	1	.	makes^	7.58496
8	1	.	"me|	5.58496
8	1	.	so)	7.58496
8	1	.	hor-	6.58496
8	0	.	-ny".	7.58496
=13	=13	=13	=13	=13
4	1	4	ooh	2.58496
8	1	.	rump_	7.58496
8	0	.	_oh_	6.58496
8.	1	.	_smooth_	7.58496
4	1	.	_skin/	5.58496
16	0	3	you+	7.58496
=14	=14	=14	=14	=14
16	1	.	say^	2.58496
16	0	.	you+	7.58496
16	1	.	wa-	6.58496
16	0	.	-nna	7.58496
16	1	.	get^	5.58496
16	0	.	in{	7.58496
8	1	.	my	6.58496
4	1	.	Benz?	7.58496
8	.	.	.	4.58496
8	0	3	well/	7.58496
=15	=15	=15	=15	=15
4	1	.	use^	2.58496
4	1	.	me*	7.58496
4	1	3	use^	6.58496
8	1	.	me;	7.58496
