=0	=0	=0	=0	=0
2.	.	.	.	2.58496
16	.	.	.	7.58496
16	0	4	it	6.58496
16	1	.	was	7.58496
16	0	.	a	5.58496
=1	=1	=1	=1	=1
8	1	.	clear	2.58496
8	1	.	black	7.58496
8	1	.	night	6.58496
16	.	.	.	7.58496
16	0	2	a	5.58496
8	1	.	clear	7.58496
8	1	.	white	6.58496
8	1	.	moon	7.58496
16	1	3	Wa-	4.58496
16	0	.	-rren	7.58496
=2	=2	=2	=2	=2
16	1	.	G	2.58496
16	0	.	was	7.58496
16	1	.	on	6.58496
16	0	.	the	7.58496
8	1	.	streets	5.58496
8	.	.	.	7.58496
16	1	2	try-	6.58496
16	0	.	-in'	7.58496
16	1	.	to	4.58496
16	0	.	con-	7.58496
8	1	.	-sume	6.58496
16	.	.	.	7.58496
16	0	3	some	5.58496
=3	=3	=3	=3	=3
8	1	.	skirts	2.58496
16	1	.	for	7.58496
16	0	.	the	6.58496
8.	1	.	eve	7.58496
16	0	.	so	5.58496
16	1	.	I	7.58496
16	0	.	can	6.58496
16	1	.	get	7.58496
8	0	.	some	4.58496
8	1	.	funk	7.58496
16	0	3	just	6.58496
=4	=4	=4	=4	=4
16	1	.	ro-	2.58496
16	0	.	-llin'	7.58496
16	1	.	in	6.58496
16	0	.	my	7.58496
8.	1	.	ride	5.58496
16	.	.	.	7.58496
16	1	.	chi-	6.58496
16	0	.	-llin'	7.58496
16	1	.	all	4.58496
16	0	.	a-	7.58496
8	1	.	-lone	6.58496
8	1	3	just	7.58496
=5	=5	=5	=5	=5
16	1	.	hit	2.58496
16	0	.	the	7.58496
8	1	.	east-	6.58496
8	1	.	-side	7.58496
16	1	.	of	5.58496
16	0	.	the	7.58496
8	1	.	L	6.58496
8	1	.	B	7.58496
8	1	.	C	4.58496
16	1	3	on	7.58496
16	0	.	a	6.58496
=6	=6	=6	=6	=6
16	1	.	mi-	2.58496
16	0	.	-ssion	7.58496
16	1	.	tryin'	6.58496
16	0	.	to	7.58496
8	1	.	find	5.58496
16	1	.	mis-	7.58496
16	0	.	-ter	6.58496
8	1	.	Wa-	7.58496
16	0	.	-rren	4.58496
8.	1	.	G	7.58496
16	1	3	seen	6.58496
16	0	.	a	7.58496
=7	=7	=7	=7	=7
8	1	.	car	2.58496
16	1	.	full	7.58496
16	0	.	of	6.58496
8	1	.	girls	7.58496
16	1	.	ain't	5.58496
16	0	.	no	7.58496
8	1	.	need	6.58496
16	0	.	to	7.58496
8.	1	.	tweak	4.58496
32	1	3	all	7.58496
32	0	.	of	6.58496
16	0	.	you	7.58496
=8	=8	=8	=8	=8
8	1	.	skirts	2.58496
16	1	.	know	7.58496
16	0	.	what's	6.58496
8	1	.	up	7.58496
8	0	.	with	5.58496
16	1	.	2	7.58496
8	1	.	1	6.58496
8.	1	.	3	7.58496
16	1	4	so	4.58496
16	0	.	I	7.58496
=9	=9	=9	=9	=9
8	1	.	hooks	2.58496
16	0	.	a	7.58496
8.	1	.	left	6.58496
8	1	.	on	7.58496
12	1	.	2	5.58496
12	0	.	1	7.58496
12	0	.	and	6.58496
12	1	.	Le-	7.58496
12	0	.	-wis	4.58496
12	0	3	some	7.58496
=10	=10	=10	=10	=10
16	1	.	bro-	2.58496
16	0	.	-thers	7.58496
16	1	.	shoo-	6.58496
16	0	.	-tin'	7.58496
8	1	.	dice	5.58496
16	1	.	so	7.58496
16	0	.	I	6.58496
8	1	.	said	7.58496
8	1	.	let's	4.58496
16	1	.	do	7.58496
8	0	.	this	6.58496
16	0	3	I	7.58496
=11	=11	=11	=11	=11
16	1	.	jumped	2.58496
8	1	.	out	7.58496
16	0	.	the	6.58496
8	1	.	ride	7.58496
16	.	.	.	5.58496
16	0	.	and	7.58496
8	1	.	said	6.58496
16	0	.	what's	7.58496
8	1	.	up	4.58496
16	.	.	.	7.58496
8	1	3	some	6.58496
=12	=12	=12	=12	=12
16	1	.	bro-	2.58496
16	0	.	-thers	7.58496
16	1	.	pulled	6.58496
16	0	.	some	7.58496
8	1	.	gats	5.58496
16	1	.	so	7.58496
16	0	.	I	6.58496
8	1	.	said	7.58496
8	1	.	I'm	4.58496
8	.	.	.	7.58496
8	1	.	stuck	6.58496
=12	=12	=12	=12	=12
2..	.	.	.	2.58496
16	1	4	since	7.58496
16	0	.	these	6.58496
=13	=13	=13	=13	=13
8	0	.	girls	2.58496
16	1	.	pee-	7.58496
16	0	.	-pin'	6.58496
8	1	.	me	7.58496
16	1	.	i'-	5.58496
16	0	.	-ma	7.58496
8	1	.	glide	6.58496
16	0	.	and	7.58496
8	1	.	swerve	4.58496
16	0	3	these	7.58496
16	1	.	hoo-	6.58496
16	0	.	-kers	7.58496
=14	=14	=14	=14	=14
16	1	.	loo-	2.58496
16	0	.	-kin'	7.58496
16	0	.	so	6.58496
8	1	.	hard	7.58496
16	0	.	they	5.58496
8	1	.	straight	7.58496
8	1	.	hit	6.58496
16	0	.	the	7.58496
8.	1	.	curb	4.58496
16	1	3	on	7.58496
16	0	.	to	6.58496
=15	=15	=15	=15	=15
16	1	.	bi-	2.58496
16	0	.	-gger	7.58496
16	1	.	be-	6.58496
16	0	.	-tter	7.58496
8	1	.	things	5.58496
16	1	.	than	7.58496
16	0	.	some	6.58496
8	1	.	hor-	7.58496
16	0	.	-ny	4.58496
8	1	.	tricks	7.58496
16	0	3	I	6.58496
16	1	.	see	7.58496
16	0	.	my	5.58496
=16	=16	=16	=16	=16
16	1	.	ho-	2.58496
16	0	.	-mey	7.58496
16	1	.	and	6.58496
16	0	.	some	7.58496
16	1	.	su-	5.58496
16	0	.	-ckers	7.58496
8	1	.	all	6.58496
16	1	.	in	7.58496
8	1	.	his	4.58496
8.	1	.	mix	7.58496
16	.	.	.	6.58496
16	0	4	I'm	7.58496
=17	=17	=17	=17	=17
16	1	.	ge-	2.58496
8	0	.	-ttin'	7.58496
8	1	.	jacked	6.58496
8	.	.	.	7.58496
16	0	2	I'm	5.58496
16	1	.	brea-	7.58496
16	0	.	-kin'	6.58496
8	1	.	my-	7.58496
8	1	.	-self	4.58496
16	.	.	.	7.58496
16	0	3	I	6.58496
=18	=18	=18	=18	=18
8	1	.	can't	2.58496
16	0	.	be-	7.58496
8.	1	.	-lieve	6.58496
16	.	.	.	7.58496
16	0	.	they	5.58496
16	1	.	ta-	7.58496
16	0	.	-kin'	6.58496
16	1	.	Wa-	7.58496
8	0	.	-rren's	4.58496
8	1	.	wealth	7.58496
16	0	3	they	6.58496
=19	=19	=19	=19	=19
16	1	.	took	2.58496
8	1	.	my	7.58496
8.	1	.	rings	6.58496
16	.	.	.	7.58496
16	0	2	they	5.58496
16	1	.	took	7.58496
16	0	.	my	6.58496
8	1	.	ro-	7.58496
8	1	.	-lex	4.58496
16	.	.	.	7.58496
16	0	3	I	6.58496
=20	=20	=20	=20	=20
16	1	.	looked	2.58496
8	1	.	at	7.58496
16	0	.	the	6.58496
16	1	.	bro-	7.58496
16	0	.	-ther	5.58496
8	1	.	said	7.58496
8	1	.	damn	6.58496
8	0	.	what's	7.58496
8	1	.	next	4.58496
8	.	.	.	7.58496
=20	=20	=20	=20	=20
2.	.	.	.	2.58496
16	.	.	.	7.58496
16	0	4	they	6.58496
16	1	.	got	7.58496
16	0	.	my	5.58496
=21	=21	=21	=21	=21
16	1	.	ho-	2.58496
16	0	.	-mey	7.58496
8	1	.	hemmed	6.58496
8	1	.	up	7.58496
16	1	.	and	5.58496
16	0	.	they	7.58496
8	1	.	all	6.58496
16	0	.	a-	7.58496
8	1	.	-round	4.58496
16	0	3	ain't	7.58496
32	1	.	none	6.58496
32	0	.	of	7.58496
16	0	.	them	5.58496
=22	=22	=22	=22	=22
16	1	.	see-	2.58496
16	0	.	-in'	7.58496
16	1	.	if	6.58496
16	0	.	they	7.58496
16	1	.	go-	5.58496
16	0	.	-in'	7.58496
8	1	.	straight	6.58496
8	1	.	pound	7.58496
16	0	.	for	4.58496
8	1	.	pound	7.58496
16	0	3	they	6.58496
16	1	.	wa-	7.58496
16	0	.	-nna	5.58496
=23	=23	=23	=23	=23
16	1	.	come	2.58496
16	0	.	up	7.58496
8	1	.	real	6.58496
16	1	.	quick	7.58496
16	0	.	be-	5.58496
16	1	.	-fore	7.58496
16	0	.	they	6.58496
8	1	.	start	7.58496
16	0	.	to	4.58496
8	1	.	clown	7.58496
16	0	3	I	6.58496
8	1	.	best	7.58496
=24	=24	=24	=24	=24
16	1	.	pull	2.58496
16	0	.	out	7.58496
16	0	.	my	6.58496
8	1	.	strap	7.58496
16	0	.	and	5.58496
16	1	.	lay	7.58496
16	0	.	them	6.58496
8	1	.	bus-	7.58496
16	0	.	-ters	4.58496
4	1	.	down	7.58496
16	.	.	.	6.58496
=24	=24	=24	=24	=24
2.	.	.	.	2.58496
16	.	.	.	7.58496
16	0	4	they	6.58496
8	1	.	got	7.58496
=25	=25	=25	=25	=25
8	1	.	guns	2.58496
16	1	.	to	7.58496
16	0	.	my	6.58496
8	1	.	head	7.58496
16	.	.	.	5.58496
16	0	2	I	7.58496
16	1	.	think	6.58496
16	0	.	I'm	7.58496
16	1	.	go-	4.58496
16	0	.	-in'	7.58496
8	1	.	down	6.58496
16	.	.	.	7.58496
16	0	3	I	5.58496
=26	=26	=26	=26	=26
8	1	.	can't	2.58496
16	0	.	be-	7.58496
8	1	.	-lieve	6.58496
16	0	.	this	7.58496
32	1	.	ha-	5.58496
32	0	.	-ppe-	7.58496
16	0	.	-nin'	6.58496
16	1	.	in	7.58496
16	0	.	my	4.58496
8	1	.	own	7.58496
32	1	.	town	6.58496
32	0	4	if	7.58496
16	0	.	I	5.58496
8	1	.	had	7.58496
=27	=27	=27	=27	=27
8	1	.	wings	2.58496
16	1	.	I	7.58496
16	0	.	could	6.58496
4	1	.	fly	7.58496
16	1	.	let	5.58496
16	0	.	me	7.58496
8	1	.	con-	6.58496
16	0	.	-tem-	7.58496
8	1	.	-plate	4.58496
16	0	3	I	7.58496
=28	=28	=28	=28	=28
8	1	.	glanced	2.58496
16	1	.	in	7.58496
