=0	=0	=0	=0	=0
16%13	.	.	.	2.58496
16	0	5	His	7.58496
8	1	.	palms	6.58496
=1	=1	=1	=1	=1
16	0	.	are	2.58496
16	1	.	swea-	7.58496
8	0	.	-ty.	6.58496
8	1	3	Knees	7.58496
8	1	.	weak.	5.58496
8	1	2	Arms	7.58496
16	0	.	are	6.58496
16	1	.	hea-	7.58496
16	0	.	-vy.	4.58496
16	0	3	There's	7.58496
16	1	.	vo-	6.58496
16	0	.	-mit	7.58496
=2	=2	=2	=2	=2
16	1	.	on	2.58496
16	0	.	his	7.58496
16	1	.	swea-	6.58496
16	0	.	-ter	7.58496
16	0	.	al-	5.58496
16	1	.	-rea-	7.58496
16	0	.	-dy.	6.58496
16	.	.	.	7.58496
8	1	3	Mom's	4.58496
16	0	.	spa-	7.58496
16	1	.	-ghe-	6.58496
16	0	.	-tti.	7.58496
16	0	4	He's	5.58496
16	1	.	ner-	7.58496
16	0	.	-vous,	6.58496
=3	=3	=3	=3	=3
16	.	.	.	2.58496
16	0	3	but	7.58496
16	1	.	on	6.58496
16	0	.	the	7.58496
16	1	.	sur-	5.58496
16	0	.	-face	7.58496
16	1	.	he	6.58496
16	0	.	looks	7.58496
8	1	.	calm	4.58496
16	0	.	and	7.58496
16	1	.	rea-	6.58496
16	0	.	-dy	7.58496
16	0	1	to	5.58496
8	1	.	drop	7.58496
=4	=4	=4	=4	=4
8	1	.	bombs.	2.58496
8	.	.	.	7.58496
16	1	3	But	6.58496
16	0	.	he	7.58496
8	1	.	keeps	5.58496
8	1	.	on	7.58496
16	0	.	for-	6.58496
16	1	.	-ge-	7.58496
16	0	.	-tting	4.58496
16	0	4	what	7.58496
16	0	.	he	6.58496
8	1	.	wrote	7.58496
=5	=5	=5	=5	=5
8	1	.	down.	2.58496
16	0	3	The	7.58496
8	1	.	whole	6.58496
8	1	.	crowd	7.58496
8	1	1	goes	5.58496
16	0	.	so	7.58496
8	1	.	loud.	6.58496
16	0	3	He	7.58496
8	1	.	o-	4.58496
=6	=6	=6	=6	=6
16	1	.	-pens	2.58496
16	0	.	his	7.58496
8	1	.	mouth,	6.58496
16	1	.	but	7.58496
16	0	.	the	5.58496
8	1	.	words	7.58496
8	1	.	won't	6.58496
16	0	.	come	7.58496
16	1	.	out.	4.58496
16	.	.	.	7.58496
16	0	3	He's	6.58496
8	1	.	cho-	7.58496
=7	=7	=7	=7	=7
16	0	.	-kin'	2.58496
8	1	.	how?.	7.58496
16	.	.	.	6.58496
16	1	3	E-	7.58496
16	0	.	-very-	5.58496
16	1	.	-bo-	7.58496
16	0	.	-dy's	6.58496
8	1	.	jo-	7.58496
16	0	.	-kin'	4.58496
8	1	.	now.	7.58496
16	0	3	The	6.58496
8	1	.	clock's	7.58496
=8	=8	=8	=8	=8
16	0	.	run	2.58496
8	1	.	out.	7.58496
16	.	.	.	6.58496
8	1	3	Time's	7.58496
8	1	.	up.	5.58496
8	1	3	O-	7.58496
16	0	.	-ver.	6.58496
8.	1	.	Blaow!	7.58496
8	1	4	Snap	4.58496
=9	=9	=9	=9	=9
8	1	.	back	2.58496
16	1	.	to	7.58496
16	0	.	re-	6.58496
16	1	.	-a-	7.58496
16	0	.	-li-	5.58496
16	0	.	-ty.	7.58496
16	1	3	Op!	6.58496
16	.	.	.	7.58496
16	0	.	There	4.58496
8	1	.	goes	7.58496
16	1	.	gra-	6.58496
16	0	.	-vi-	7.58496
16	0	.	-ty.	5.58496
16	1	3	Op	7.58496
=10	=10	=10	=10	=10
16	.	.	.	2.58496
16	0	.	There	7.58496
8	1	.	goes	6.58496
16	1	.	Ra-	7.58496
16	0	.	-bbit.	5.58496
16	0	3	He	7.58496
16	1	.	choked.	6.58496
16	.	.	.	7.58496
16	0	.	He's	4.58496
8	1	.	so	7.58496
16	1	.	mad,	6.58496
16	0	3	but	7.58496
16	0	.	he	5.58496
16	1	.	won't	7.58496
=11	=11	=11	=11	=11
16	.	.	.	2.58496
16	0	.	give	7.58496
8	1	.	up	6.58496
16	1	.	that	7.58496
16	0	.	ea-	5.58496
16	0	.	-sy.	7.58496
16	1	3	Nope	6.58496
16	.	.	.	7.58496
16	0	.	he	4.58496
8	1	.	won't	7.58496
16	1	.	have	6.58496
16	0	.	it.	7.58496
16	0	3	He	5.58496
16	1	.	knows	7.58496
=12	=12	=12	=12	=12
16	.	.	.	2.58496
16	0	.	his	7.58496
8	1	.	whole	6.58496
16	1	.	back's	7.58496
16	0	.	to	5.58496
16	0	.	these	7.58496
16	1	.	ropes.	6.58496
16	.	.	.	7.58496
16	0	.	It	4.58496
8	1	.	don't	7.58496
16	1	.	ma-	6.58496
16	0	.	-tter,	7.58496
16	0	3	he's	5.58496
16	1	.	dope,	7.58496
=13	=13	=13	=13	=13
16	.	.	.	2.58496
16	0	2	he	7.58496
8	1	.	knows	6.58496
16	1	.	that,	7.58496
16	0	.	But	5.58496
16	0	.	he's	7.58496
16	1	.	broke.	6.58496
16	.	.	.	7.58496
16	0	3	He's	4.58496
8	1	.	so	7.58496
16	1	.	stag-	6.58496
16	0	.	-nant.	7.58496
16	0	3	He	5.58496
8	1	.	knows	7.58496
=14	=14	=14	=14	=14
32	0	.	when	2.58496
32	0	.	he	7.58496
8	1	.	goes	6.58496
16	1	.	back	7.58496
16	0	.	to	5.58496
16	0	.	this	7.58496
8	1	1	mo-	6.58496
16	0	.	-bile	7.58496
8	1	.	home	4.58496
8	1	.	that's	7.58496
16	1	.	when	6.58496
16	0	.	it's	7.58496
=15	=15	=15	=15	=15
8	1	3	back	2.58496
16	1	2	to	7.58496
16	0	.	the	6.58496
16	1	.	lab	7.58496
16	0	.	a-	5.58496
16	0	.	-gain	7.58496
16	1	.	yo.	6.58496
16	.	.	.	7.58496
16	0	3	This	4.58496
8	1	.	whole	7.58496
16	1	.	rhap-	6.58496
16	0	.	-so-	7.58496
16	0	.	-dy.	5.58496
16	1	3	Be-	7.58496
=16	=16	=16	=16	=16
16	0	.	-tter	2.58496
16	0	.	go	7.58496
16	1	.	cap-	6.58496
16	0	.	-ture	7.58496
16	0	.	this	5.58496
16	1	.	mo-	7.58496
16	0	.	-ment	6.58496
