=0	=0	=0	=0	=0
2..	.	.	.	2.58496
8	0	4	em-	7.58496
=1	=1	=1	=1	=1
4	1	.	-cees	2.58496
16	1	3	try'-	7.58496
16	0	.	-na	6.58496
8	0	.	play	7.58496
8	1	.	post	5.58496
8	.	.	.	7.58496
16	1	3	play	6.58496
16	0	.	me	7.58496
8	0	.	up	4.58496
=2	=2	=2	=2	=2
8	1	.	close	2.58496
8	.	.	.	7.58496
8.	1	3	brag	6.58496
16	0	.	and	7.58496
8.	1	.	boast	5.58496
16	0	3	ya	7.58496
8	1	.	know	6.58496
8	.	.	.	7.58496
=3	=3	=3	=3	=3
8	1	4	things	2.58496
16	0	.	like	7.58496
8	1	.	that	6.58496
8	1	.	make	7.58496
16	0	.	me	5.58496
8	1	.	wear-	7.58496
8	0	.	-y	6.58496
8	1	.	but	7.58496
16	.	.	.	4.58496
16	0	3	I	7.58496
=4	=4	=4	=4	=4
16	1	.	ne-	2.58496
16	0	.	-ver	7.58496
16	1	.	let	6.58496
16	0	.	a	7.58496
16	1	.	ra-	5.58496
16	0	.	-pper	7.58496
8	1	.	get	6.58496
8	1	.	near	7.58496
8	0	.	me	4.58496
4	1	3	cuz	7.58496
=5	=5	=5	=5	=5
8	1	.	I'm	2.58496
8	1	.	Rob	7.58496
8	1	.	Base	6.58496
8	.	.	.	7.58496
16	1	3	pick	5.58496
8	0	.	up	7.58496
16	0	.	the	6.58496
8.	1	.	pace	7.58496
16	.	.	.	4.58496
=6	=6	=6	=6	=6
16	.	.	.	2.58496
16	0	4	it	7.58496
8	1	.	takes	6.58496
8	1	.	more	7.58496
16	0	.	than	5.58496
8	1	.	beats	7.58496
16	0	1	to	6.58496
8	1	.	rock	7.58496
8	1	.	this	4.58496
8	1	.	place	7.58496
=7	=7	=7	=7	=7
16	.	.	.	2.58496
16	0	3	it	7.58496
8	1	.	takes	6.58496
8	1	.	more	7.58496
16	0	.	than	5.58496
8	1	.	rhymes	7.58496
16	0	1	to	6.58496
8	1	.	rock	7.58496
8	1	.	this	4.58496
8	1	.	time	7.58496
=8	=8	=8	=8	=8
16	.	.	.	2.58496
8	1	4	rhyme	7.58496
16	0	.	for	6.58496
8.	1	.	rhyme	7.58496
16	0	3	the	5.58496
8	1	.	Base	7.58496
16	0	.	de-	6.58496
8.	1	.	-sign	7.58496
8	0	4	M	4.58496
=9	=9	=9	=9	=9
8	1	.	Cs	2.58496
8	0	.	get	7.58496
4	1	.	mad	6.58496
16	.	.	.	7.58496
16	0	3	cuz	5.58496
8	1	.	I'm	7.58496
16	1	.	blow-	6.58496
16	0	.	-in'	7.58496
8	0	.	up	4.58496
=10	=10	=10	=10	=10
16	.	.	.	2.58496
16	0	3	to	7.58496
16	1	.	e-	6.58496
16	0	.	-very	7.58496
16	1	.	ba-	5.58496
16	0	.	-ttle	7.58496
16	.	.	.	6.58496
16	0	3	the	7.58496
8	1	.	base	4.58496
8	0	.	keeps	7.58496
16	1	.	show-	6.58496
16	0	.	-in'	7.58496
8	0	.	up	5.58496
=11	=11	=11	=11	=11
16	.	.	.	2.58496
16	0	4	a	7.58496
8	1	.	fast	6.58496
8	1	.	tem-	7.58496
8	0	.	-po	5.58496
16	.	.	.	7.58496
16	0	3	a	6.58496
16	1	.	with	7.58496
16	0	.	a	4.58496
8	1	.	hook	7.58496
8	.	.	.	6.58496
=12	=12	=12	=12	=12
16	.	.	.	2.58496
16	0	3	don't	7.58496
16	1	.	judge	6.58496
16	0	.	a	7.58496
8	1	.	book	5.58496
16	1	1	by	7.58496
16	0	.	the	6.58496
8	1	.	way	7.58496
16	1	.	that	4.58496
16	0	.	the	7.58496
16	1	.	co-	6.58496
16	0	.	-ver	7.58496
8	1	.	look	5.58496
=13	=13	=13	=13	=13
16	.	.	.	2.58496
16	0	4	cuz	7.58496
8	1	.	I'm	6.58496
8	1	.	mean	7.58496
8	.	.	.	5.58496
8	1	3	reign	7.58496
16	0	.	su-	6.58496
8.	1	.	-preme	7.58496
16	.	.	.	4.58496
8	1	3	wrote	7.58496
=14	=14	=14	=14	=14
16	0	.	my	2.58496
8	1	.	first	7.58496
8	1	.	rhyme	6.58496
16	1	.	at	7.58496
16	0	.	the	5.58496
8	1	.	age	7.58496
8	0	.	of	6.58496
8	1	.	fif-	7.58496
8	1	.	-teen	4.58496
=15	=15	=15	=15	=15
16	.	.	.	2.58496
16	0	4	I'm	7.58496
16	1	.	like	6.58496
16	0	.	a	7.58496
8	1	.	match	5.58496
8	0	1	when	7.58496
8	1	.	struck	6.58496
8	0	.	I	7.58496
8	1	.	burn	4.58496
8	.	.	.	7.58496
=16	=16	=16	=16	=16
16	.	.	.	2.58496
8	1	3	not	7.58496
16	0	.	con-	6.58496
8	1	.	-cerned	7.58496
16	1	3	cuz	5.58496
16	0	.	I'm	7.58496
8	1	.	sure	6.58496
16	1	.	that	7.58496
16	0	.	ya	4.58496
8	1	.	won't	7.58496
8	1	.	learn	6.58496
=17	=17	=17	=17	=17
8	.	.	.	2.58496
8	1	4	now	7.58496
16	1	.	git	6.58496
8	0	.	up	7.58496
8	.	.	.	5.58496
16	0	3	and	7.58496
8	1	.	let's	6.58496
8	1	.	start	7.58496
8	.	.	.	4.58496
=18	=18	=18	=18	=18
16	.	.	.	2.58496
16	0	3	I	7.58496
16	1	.	wa-	6.58496
16	0	.	-nna	7.58496
8	1	.	see	5.58496
8	0	1	which	7.58496
16	1	.	su-	6.58496
16	0	.	-cka	7.58496
8	1	.	got	4.58496
8	1	.	heart	7.58496
8	.	.	.	6.58496
=19	=19	=19	=19	=19
16	.	.	.	2.58496
16	0	4	I	7.58496
8	1	.	get	6.58496
8	1	.	fresh	7.58496
16	.	.	.	5.58496
8	1	3	as	7.58496
16	0	.	I	6.58496
8	1	.	get	7.58496
8	1	.	ol-	4.58496
8	0	.	-der	7.58496
=20	=20	=20	=20	=20
8	.	.	.	2.58496
16	1	3	e-	7.58496
16	0	.	-very	6.58496
8	1	.	time	7.58496
16	0	.	I	5.58496
8	1	.	rock	7.58496
16	0	1	I	6.58496
8	1	.	get	7.58496
8	1	.	bol-	4.58496
8.	0	.	-der	7.58496
=21	=21	=21	=21	=21
16	0	3	so	2.58496
8	1	.	don't	7.58496
8	1	.	sleep	6.58496
8.	.	.	.	7.58496
16	0	3	and	5.58496
16	1	.	say	7.58496
16	0	.	I'm	6.58496
8	1	.	wack	7.58496
8	.	.	.	4.58496
=22	=22	=22	=22	=22
16	.	.	.	2.58496
16	0	3	cuz	7.58496
16	1	.	if	6.58496
16	0	.	ya	7.58496
16	1	.	do	5.58496
16	0	1	ya	7.58496
8	1	.	get	6.58496
8	1	.	back-	7.58496
8	1	.	-slap	4.58496
8	1	.	back-	7.58496
8	1	.	-slap	6.58496
=1	=1	=1	=1	=1
16	.	.	.	2.58496
8	1	4	drop	7.58496
16	0	.	your	6.58496
8	1	.	e-	7.58496
8	0	.	-go	5.58496
16	.	.	.	7.58496
16	0	3	and	6.58496
8	1	.	let	7.58496
8	1	.	me	4.58496
8.	0	.	go	7.58496
=2	=2	=2	=2	=2
16	0	3	and	2.58496
8	1	.	just	7.58496
8	1	.	show	6.58496
16	1	1	what	7.58496
16	0	.	I	5.58496
8	1	.	know	7.58496
16	1	1	cuz	6.58496
16	0	.	I'm	7.58496
8	1	.	on	4.58496
16	0	.	the	7.58496
8	1	.	go	6.58496
=3	=3	=3	=3	=3
16	0	4	I	2.58496
8	1	.	rock	7.58496
8.	1	.	smooth	6.58496
8	1	3	bust	7.58496
16	0	.	a	5.58496
8	1	.	move	7.58496
8	1	3	hit	6.58496
8	0	.	me	7.58496
=4	=4	=4	=4	=4
8	.	.	.	2.58496
16	1	3	and	7.58496
16	0	.	the	6.58496
16	1	.	way	7.58496
16	0	.	I	5.58496
16	0	.	per-	7.58496
8	1	.	-form	6.58496
16	0	1	you	7.58496
16	1	.	can't	4.58496
16	0	.	for-	7.58496
8	1	.	-get	6.58496
8	0	.	me	7.58496
=5	=5	=5	=5	=5
16	1	4	clear	2.58496
8	0	.	off	7.58496
16	0	.	the	6.58496
8	1	.	smoke	7.58496
8.	.	.	.	5.58496
16	0	3	this	7.58496
16	1	.	ain't	6.58496
16	0	.	a	7.58496
8	1	.	joke	4.58496
8	.	.	.	7.58496
=6	=6	=6	=6	=6
16	.	.	.	2.58496
16	0	3	the	7.58496
8	1	.	new	6.58496
16	1	.	kid	7.58496
