=0	=0	=0	=0	=0
2..	.	.	.	2.58496
8	1	4	yo	7.58496
=1	=1	=1	=1	=1
16	1	.	E	2.58496
8	0	.	M	7.58496
8	1	.	D	6.58496
16	.	.	.	7.58496
8	1	3	yeah	5.58496
16	1	.	what's	7.58496
8	0	.	up	6.58496
8.	1	.	man	7.58496
8	.	.	.	4.58496
=2	=2	=2	=2	=2
16	1	3	there	2.58496
16	0	.	go	7.58496
8	1	.	that	6.58496
8	1	.	girl	7.58496
16	0	.	they	5.58496
8	1	.	call	7.58496
8	1	.	Ro-	6.58496
8.	1	.	-xanne	7.58496
16	.	.	.	4.58496
16	0	3	she's	7.58496
=3	=3	=3	=3	=3
8	1	.	all	2.58496
8	1	.	stuck	7.58496
8	1	.	up	6.58496
16	1	3	why	7.58496
16	0	.	do	5.58496
16	1	.	you	7.58496
8	0	.	say	6.58496
8	1	.	that	7.58496
16	.	.	.	4.58496
16	1	3	'cause	7.58496
16	0	.	she	6.58496
=4	=4	=4	=4	=4
16	1	.	woul-	2.58496
16	0	.	-dn't	7.58496
16	1	.	give	6.58496
16	0	.	a	7.58496
8	1	.	guy	5.58496
8	1	.	like	7.58496
16	1	.	me	6.58496
8	0	.	no	7.58496
8	1	.	rap	4.58496
16	0	3	well	7.58496
16	1	.	she	6.58496
16	0	.	was	7.58496
=5	=5	=5	=5	=5
16	1	.	wal-	2.58496
16	0	.	-kin'	7.58496
16	1	.	down	6.58496
16	0	.	the	7.58496
8	1	.	street	5.58496
16	1	1	so	7.58496
16	0	.	I	6.58496
16	1	.	said	7.58496
8	1	.	he-	4.58496
8	1	.	-llo	7.58496
16	.	.	.	6.58496
8	1	3	I'm	7.58496
=6	=6	=6	=6	=6
8	.	.	.	2.58496
8	1	.	Kang-	7.58496
8	1	.	-ol	6.58496
16	1	1	from	7.58496
16	0	.	U	5.58496
16	1	.	T	7.58496
8	0	.	F	6.58496
8	1	.	O	7.58496
16	0	3	and	4.58496
16	1	.	she	7.58496
16	0	.	said	6.58496
=7	=7	=7	=7	=7
8	1	.	so	2.58496
16	1	1	I	7.58496
16	0	.	said	6.58496
8	1	.	so	7.58496
8	.	.	.	5.58496
16	1	2	ba-	7.58496
16	0	.	-by	6.58496
16	1	.	don't	7.58496
16	0	.	you	4.58496
8	1	.	know	7.58496
16	1	3	I	6.58496
16	0	.	can	7.58496
=8	=8	=8	=8	=8
8	1	.	sing	2.58496
16	1	.	rap	7.58496
16	0	.	and	6.58496
8	1	.	dance	7.58496
16	0	1	in	5.58496
8	1	.	just	7.58496
8	1	.	one	6.58496
8	1	.	show	7.58496
16	0	3	'cause	4.58496
8	1	.	I'm	7.58496
=9	=9	=9	=9	=9
8	.	.	.	2.58496
8	1	.	Kang-	7.58496
8	1	.	-ol	6.58496
16	.	.	.	7.58496
16	0	2	mis-	5.58496
16	1	.	-ter	7.58496
16	0	.	so-	6.58496
16	1	.	-phi-	7.58496
16	0	.	-sti-	4.58496
16	1	.	-ca-	7.58496
16	0	.	-ter	6.58496
8	.	.	.	7.58496
=10	=10	=10	=10	=10
16	1	3	as	2.58496
16	0	.	far	7.58496
8	1	.	as	6.58496
8	1	.	know	7.58496
8	0	1	ain't	5.58496
8	1	.	no-	7.58496
16	1	.	-bo-	6.58496
16	0	.	-dy	7.58496
16	1	.	grea-	4.58496
16	0	.	-ter	7.58496
16	1	3	from	6.58496
16	0	.	be-	7.58496
=11	=11	=11	=11	=11
16	1	.	-gi-	2.58496
8	0	.	-nning	7.58496
16	0	.	to	6.58496
8	1	.	end	7.58496
8	1	2	end	5.58496
8	.	.	.	7.58496
16	1	.	to	6.58496
16	0	.	be-	7.58496
16	1	.	-gi-	4.58496
8	0	.	-nning	7.58496
16	.	.	.	6.58496
=12	=12	=12	=12	=12
16	.	.	.	2.58496
16	0	3	I	7.58496
16	1	.	ne-	6.58496
16	0	.	-ver	7.58496
16	1	.	lose	5.58496
16	0	.	be-	7.58496
16	1	.	-cause	6.58496
16	0	.	I'm	7.58496
16	1	.	all	4.58496
16	0	.	a-	7.58496
8	1	.	-bout	6.58496
16	1	.	wi-	7.58496
16	0	.	-nning	5.58496
16	1	3	but	7.58496
