=1	=1	=1	=1	=1
16	.	.	.	2.58496
16	0	4	I	7.58496
16	1	.	met	6.58496
16	0	.	this	7.58496
16	1	.	chick	5.58496
16	0	.	and	7.58496
16	1	.	she	6.58496
16	0	.	just	7.58496
16	1	.	moved	4.58496
16	0	.	right	7.58496
16	1	.	up	6.58496
16	0	.	the	7.58496
16	1	.	block	5.58496
16	0	.	from	7.58496
16	1	.	me	6.58496
16	0	0	and	7.58496
=2	=2	=2	=2	=2
16	1	.	uh	2.58496
16	0	3	she	7.58496
16	1	.	got	6.58496
16	0	.	the	7.58496
16	1	.	hots	5.58496
16	0	.	for	7.58496
16	1	.	me	6.58496
16	0	3	the	7.58496
16	1	.	fi-	4.58496
16	0	.	-nest	7.58496
16	1	.	thing	6.58496
16	0	.	my	7.58496
16	1	.	hood	5.58496
16	0	.	done	7.58496
16	1	.	seen	6.58496
16	0	4	but	7.58496
=3	=3	=3	=3	=3
8	1	.	oh	2.58496
4	1	.	no	7.58496
8	1	.	no	6.58496
16	.	.	.	7.58496
16	0	3	she	5.58496
16	1	.	go-	7.58496
16	0	.	-tta	6.58496
8	1	.	man	7.58496
16	1	.	and	4.58496
16	0	.	a	7.58496
=4	=4	=4	=4	=4
8	1	.	son	2.58496
4	1	.	doh	7.58496
8	1	.	oh	6.58496
16	.	.	.	7.58496
16	0	3	but	5.58496
16	1	.	that's	7.58496
16	0	.	o-	6.58496
8	1	.	-kay	7.58496
16	1	.	'cause	4.58496
16	0	.	I	7.58496
=5	=5	=5	=5	=5
16	.	.	.	2.58496
16	1	4	wait	7.58496
16	0	.	for	6.58496
16	0	.	my	7.58496
16	1	.	cue	5.58496
16	0	.	and	7.58496
16	0	.	just	6.58496
16	1	.	li-	7.58496
16	0	.	-sten	4.58496
16	1	3	play	7.58496
16	0	.	my	6.58496
16	0	.	po-	7.58496
16	1	.	-si-	5.58496
16	0	.	-tion	7.58496
16	1	.	like	6.58496
16	0	.	a	7.58496
=6	=6	=6	=6	=6
8	1	.	short-	2.58496
8	1	.	-stop	7.58496
16	.	.	.	6.58496
16	1	3	pick	7.58496
16	0	.	up	5.58496
8	1	.	e'ry-	7.58496
16	0	.	-thing	6.58496
16	1	.	ma-	7.58496
16	0	.	-mi	4.58496
16	1	.	hi-	7.58496
16	0	.	-ttin'	6.58496
16	1	4	and	7.58496
16	0	.	in	5.58496
=7	=7	=7	=7	=7
8	1	.	no	2.58496
4	1	.	time	7.58496
8	1	.	I	6.58496
16	.	.	.	7.58496
16	0	3	I	5.58496
16	1	.	plan	7.58496
16	0	.	to	6.58496
8	1	.	make	7.58496
16	1	.	this	4.58496
